repo_name,commit,message,Is_Core_Refactor,Is_Refactor,Justification,Certain,Comment,Sampling
ElvishArtisan/drouter,573b87d466ffb6d905cae7366a6278875724a94a,"2020-05-04 Fred Gleason <62993879f6864522d1c87783d6c052c333bf48f3@paravelsystems.com>
	* Added 'codeMatches()' and 'invertedMask()' methods to the 'Gpi' class
	in the Python API.
	* Cleaned up formatting in 'python/api/StateEngine.py'.

Signed-off-by: Fred Gleason <62993879f6864522d1c87783d6c052c333bf48f3@paravelsystems.com>
",,,,,,12_may_2021_mp_not_refactor_commits
OpenOrienteering/mapper,979d589ccd653bb510784c6279cef17dc7809305,"SymbolDropDown: Fix user data type for '- none -' entry

Lookup for const Symbol* nullptr cannot find non-const Symbol* nullptr.
So '- none -' wasn't properly displayed when editing combined symbols
with unset subsymbols.
",,,,,,12_may_2021_mp_not_refactor_commits
QuantConnect/Lean,b90a1a85c98ce900cd12a52af4becf2146480c62,"Add universe chaining feature

This commit adds 2 universe decorators:
  GetSubscriptionRequestsUniverseDecorator
    Allows functional substitution of the GetSubscriptionRequests impl
  SelectSymbolsUniverseDecorator:
    Allows functional substituion of the SelectSymbols impl

This allows us to compose universes that can modify symbol selection and
subscription request behaviors which is all that's needed to chain
universes together.

For example, consider the case with coarse fundamental and fine fundamental.
  We'll configure coarse to return fine subscription requests and configure
  fine to prefilter its data to only allow those that were also selected by
  coarse.

git commt -m ""Add universe chaining feature
",,,,,,12_may_2021_mp_not_refactor_commits
loot/skyrimse,4e736acff26abcc810e4e04919c8798d9da6bbcb,"Update Cathedral Landscapes (#1310)

* Add cleaning info
  - v3.0.1
  - Full 0x03EB25F1, Really Blended Roads 0xA52DCDED, Grass Only 0xA4E835CA.
* Change filename
  - Removed regex with old plugin filename.
* Remove from group
  - Moving mods back to default group, as it provides better sorting results.
* Add condition to includes messages
  - Grass only version does not include these mods.",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,aac2f1bf14d07c8f13048915f39df4a527350c9a,"ixgbe: limit combined total of macvlan and SR-IOV VFs

Hardware has a limited number of pools available (64). Previously, no
checks were in place to limit the number of accelerated macvlan devices
based on the number of pools. Normally this would be ok, because there
was already a limit for these well below the number of available pools.
However, SR-IOV uses the very same pools. Therefor, we need to ensure
that the total number of pools (number of VFs plus the number of non-VF
pools in use for accelerated macvlans) does not exceed the number of
pools available in hardware.

This patch resolves a kernel NULL pointer dereference caused by the following commands:

$modprobe ixgbe max_vfs=63

$ethtool -K eth2 l2-fwd-offload on

$ip link add link eth2 macvlan0 type macvlan

$ip link set dev macvlan0 up

[  992.950080] BUG: unable to handle kernel NULL pointer dereference at 0000000000000056
[  992.951109] IP: [<ffffffffa003b71e>] ixgbe_disable_fwd_ring+0x1e/0xf0 [ixgbe]
[  992.951684] PGD 22a80e067 PUD 232e9b067 PMD 0
[  992.952389] Oops: 0000 [#1] SMP
[  992.953014] Modules linked in: nfsd lockd nfs_acl exportfs auth_rpcgss oid_registry sunrpc bridge stp llc vhost_net macvtap macvlan vhost tun kvm_intel kvm ioatdma ixgbe mdio igb dca
[  992.956042] CPU: 2 PID: 11928 Comm: ifconfig Not tainted 3.16.0-rc6-net-next-07-29-2014-FCoE+ #1
[  992.956915] Hardware name: Intel Corporation S2600CO/S2600CO, BIOS SE5C600.86B.02.03.0003.041920141333 04/19/2014
[  992.957791] task: ffff8804341c0000 ti: ffff8801d7dc8000 task.ti: ffff8801d7dc8000
[  992.958660] RIP: 0010:[<ffffffffa003b71e>]  [<ffffffffa003b71e>] ixgbe_disable_fwd_ring+0x1e/0xf0 [ixgbe]
[  992.959613] RSP: 0018:ffff8801d7dcbbb8  EFLAGS: 00010286
[  992.960093] RAX: 0000000000000001 RBX: 0000000000000000 RCX: 0000000000000001
[  992.960575] RDX: ffff880232eb7000 RSI: 0000000000000000 RDI: ffff88022dc05800
[  992.961059] RBP: ffff8801d7dcbbd8 R08: 0000000000000000 R09: 0000000000000000
[  992.961541] R10: 0000000000000001 R11: 0000000000000000 R12: ffff88022ec20980
[  992.962023] R13: ffff880232eb7000 R14: 0000000000000001 R15: 0000000000000001
[  992.962508] FS:  00007fab264887a0(0000) GS:ffff880237640000(0000) knlGS:0000000000000000
[  992.963378] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[  992.963858] CR2: 0000000000000056 CR3: 000000022a939000 CR4: 00000000001427e0
[  992.964340] Stack:
[  992.964806]  ffff88022ec28840 ffff88022ec20980 ffff88022dc05800 ffff880232eb7000
[  992.965976]  ffff8801d7dcbc28 ffffffffa003bae8 ffff8801d7dcbbe8 0000000000000400
[  992.967147]  000000000000000d ffff88022ec20980 ffff88022ec20000 ffff88022dc05800
[  992.968319] Call Trace:
[  992.968795]  [<ffffffffa003bae8>] ixgbe_fwd_ring_up+0x88/0x280 [ixgbe]
[  992.969284]  [<ffffffffa0041d83>] ixgbe_fwd_add+0x173/0x220 [ixgbe]
[  992.969767]  [<ffffffffa015056c>] macvlan_open+0x1bc/0x230 [macvlan]
[  992.970256]  [<ffffffff816b8de7>] __dev_open+0xd7/0x150
[  992.970735]  [<ffffffff816b8bd7>] __dev_change_flags+0xa7/0x170
[  992.971220]  [<ffffffff816b8ccb>] dev_change_flags+0x2b/0x70
[  992.971703]  [<ffffffff817471b2>] devinet_ioctl+0x602/0x6d0
[  992.972184]  [<ffffffff81748168>] inet_ioctl+0x78/0x90
[  992.972666]  [<ffffffff816a143b>] sock_do_ioctl+0x2b/0x70
[  992.973146]  [<ffffffff816a14ed>] sock_ioctl+0x6d/0x260
[  992.973627]  [<ffffffff811ad3b4>] do_vfs_ioctl+0x84/0x540
[  992.974109]  [<ffffffff811a4c81>] ? final_putname+0x21/0x50
[  992.974593]  [<ffffffff818725d5>] ? sysret_check+0x22/0x5d
[  992.975073]  [<ffffffff811ad901>] SyS_ioctl+0x91/0xa0
[  992.975550]  [<ffffffff818725a9>] system_call_fastpath+0x16/0x1b
[  992.976026] Code: ff 66 66 66 2e 0f 1f 84 00 00 00 00 00 55 48 89 e5 48 83 ec 20 48 89 5d e8 4c 89 65 f0 48 89 f3 4c 89 6d f8 4c 8b a7 08 02 00 00 <44> 0f b6 6e 56 44 03 af 14 02 00 00 4c 89 e7 e8 5e f2 ff ff be
[  992.982261] RIP  [<ffffffffa003b71e>] ixgbe_disable_fwd_ring+0x1e/0xf0 [ixgbe]
[  992.983212]  RSP <ffff8801d7dcbbb8>
[  992.983681] CR2: 0000000000000056
[  992.984248] ---[ end trace 9f54802b5cc3638b ]---

Cc: John Fastabend <06228589568acf528fa1984e09626513a30b66ed@intel.com>
Signed-off-by: Jacob Keller <952d68dd7aa4b84e9f20381084cf63d55ea3c3b1@intel.com>
Tested-by: Phil Schmitt <e59a1cb13110d2d5848864a809262db69840c26d@intel.com>
Signed-off-by: Jeff Kirsher <87e35f5be20bb3e67f4ba6b86f5f6be3085b1b3a@intel.com>
",,,,,,12_may_2021_mp_not_refactor_commits
doxygen/doxygen,d5f047acaa17e5383f3e9f8b06272595c8c960a4,"Special !< comments in case of line continuations.

Track column numbers and use it with stored information of !< comment
after module variable and subprogram parameter.
Create procedure for new line, where clean prepass comments.
",,,,,,12_may_2021_mp_not_refactor_commits
aio-libs/aiohttp,a63c6d535d997b2f3215364308cffbbcecdbb86b,"Change can_start to can_prepare in ws example (#1135)

WebSocketResponse.can_start is deprecated and should be replaced by
can_prepare. Lets make our example reflect this.",,,,,,12_may_2021_mp_not_refactor_commits
zephyrproject-rtos/zephyr,afb8406ebd5bd77015ca4c3ab2768bc6d971a1f9,"dts: binding-template.yaml: Document simple types as well

The int, array, string, and string-array property types were not
documented together with the other types, for whatever reason (might've
been too focused on the more complex types and overlooked it). Add
documentation for them.

Also do some minor cleanup on the descriptions, e.g. to make them more
consistent.

Signed-off-by: Ulf Magnusson <01743f1c1deb1fe75271d62edb65757d98ac0bcb@nordicsemi.no>
",,,,,,12_may_2021_mp_not_refactor_commits
wikimedia/integration-config,a84bb76507be410e6d65f0aaaeef6a8ee7ed589e,"Use jshint in Cargo extension

it was using deprecated jslint test converting to jshint. Then will do a
follow up with npm support.

Change-Id: I15e174ce4a95800fc9cca8db6a5fcc04dc3e4353
",,,,,,12_may_2021_mp_not_refactor_commits
centreon/centreon,05022e412a2a0ab619a705b34752c5bc6aae3980,"Add new url option to clear filters

This URL option allows to clean previous stored filters to access to correct data using others filters (hg, sg, host_search, etc.).",,,,,,12_may_2021_mp_not_refactor_commits
tprrt/linux-stable,8766dc68d1cb9f01e813315fbdc466e88be9a459,"Merge tag 'powerpc-4.8-3' of git://git.kernel.org/pub/scm/linux/kernel/git/powerpc/linux

Pull powerpc fixes from Michael Ellerman:
 ""Some powerpc fixes for 4.8:

  Misc:
   - powerpc/vdso: Fix build rules to rebuild vdsos correctly from Nicholas Piggin
   - powerpc/ptrace: Fix coredump since ptrace TM changes from Cyril Bur
   - powerpc/32: Fix csum_partial_copy_generic() from Christophe Leroy
   - cxl: Set psl_fir_cntl to production environment value from Frederic Barrat
   - powerpc/eeh: Switch to conventional PCI address output in EEH log from Guilherme G. Piccoli
   - cxl: Use fixed width predefined types in data structure. from Philippe Bergheaud
   - powerpc/vdso: Add missing include file from Guenter Roeck
   - powerpc: Fix unused function warning 'lmb_to_memblock' from Alastair D'Silva
   - powerpc/powernv/ioda: Fix TCE invalidate to work in real mode again from Alexey Kardashevskiy
   - powerpc/cell: Add missing error code in spufs_mkgang() from Dan Carpenter
   - crypto: crc32c-vpmsum - Convert to CPU feature based module autoloading from Anton Blanchard
   - powerpc/pasemi: Fix coherent_dma_mask for dma engine from Darren Stevens

  Benjamin Herrenschmidt:
   - powerpc/32: Fix crash during static key init
   - powerpc: Update obsolete comment in setup_32.c about early_init()
   - powerpc: Print the kernel load address at the end of prom_init()
   - powerpc/pnv/pci: Fix incorrect PE reservation attempt on some 64-bit BARs
   - powerpc/xics: Properly set Edge/Level type and enable resend

  Mahesh Salgaonkar:
   - powerpc/book3s: Fix MCE console messages for unrecoverable MCE.
   - powerpc/powernv: Fix MCE handler to avoid trashing CR0/CR1 registers.
   - powerpc/powernv: Move IDLE_STATE_ENTER_SEQ macro to cpuidle.h
   - powerpc/powernv: Load correct TOC pointer while waking up from winkle.

  Andrew Donnellan:
   - cxl: Fix sparse warnings
   - cxl: Fix NULL dereference in cxl_context_init() on PowerVM guests

  Michael Ellerman:
   - selftests/powerpc: Specify we expect to build with std=gnu99
   - powerpc/Makefile: Use cflags-y/aflags-y for setting endian options
   - powerpc/pci: Fix endian bug in fixed PHB numbering""

* tag 'powerpc-4.8-3' of git://git.kernel.org/pub/scm/linux/kernel/git/powerpc/linux: (26 commits)
  selftests/powerpc: Specify we expect to build with std=gnu99
  powerpc/vdso: Fix build rules to rebuild vdsos correctly
  powerpc/Makefile: Use cflags-y/aflags-y for setting endian options
  powerpc/32: Fix crash during static key init
  powerpc: Update obsolete comment in setup_32.c about early_init()
  powerpc: Print the kernel load address at the end of prom_init()
  powerpc/ptrace: Fix coredump since ptrace TM changes
  powerpc/32: Fix csum_partial_copy_generic()
  cxl: Set psl_fir_cntl to production environment value
  powerpc/pnv/pci: Fix incorrect PE reservation attempt on some 64-bit BARs
  powerpc/book3s: Fix MCE console messages for unrecoverable MCE.
  powerpc/pci: Fix endian bug in fixed PHB numbering
  powerpc/eeh: Switch to conventional PCI address output in EEH log
  cxl: Fix sparse warnings
  cxl: Fix NULL dereference in cxl_context_init() on PowerVM guests
  cxl: Use fixed width predefined types in data structure.
  powerpc/vdso: Add missing include file
  powerpc: Fix unused function warning 'lmb_to_memblock'
  powerpc/powernv: Fix MCE handler to avoid trashing CR0/CR1 registers.
  powerpc/powernv: Move IDLE_STATE_ENTER_SEQ macro to cpuidle.h
  ...
",,,,,,12_may_2021_mp_not_refactor_commits
goreleaser/goreleaser,7c712120bc69b1efe236611eec38da6dcd614436,"feat: added Plugs attribute to snapcraft.Metadata (#984, #980, #979)

* feat: added Plugs attribute to snapcraft.Metadata allowing plugs to be configured as plugs.<plug-name>.<attribute-name>

* fix (test): added snapcraft plugs configuration test

* fix: snapcraft Metadata to use correct data type for Plugs

* fix: refactor Snapcraft Plug configuration

* fix: test on newer snapcraft
hopefully

* docs: snap plugs
",,,,,,12_may_2021_mp_not_refactor_commits
Madek/madek-webapp,af1965a65c0315cd629ccfbba9c47a3c24f22ebc,"Delete code we don't need right now

Squashed commit of the following:

commit e2044cda2a6b6331f6a05773bf4326071cca1046
Author: Thomas Schank <DrTom@schank.ch>
Date:   Wed Dec 10 19:36:02 2014 +0100

    Should be it

commit ea240e586e4d494a84c3c8e4dc661c650bcc3d54
Author: Thomas Schank <DrTom@schank.ch>
Date:   Wed Dec 10 19:33:02 2014 +0100

    Even more ...

commit d08371c13cf3bce735a4e98e64b6e530e04a216b
Author: Thomas Schank <DrTom@schank.ch>
Date:   Wed Dec 10 18:39:16 2014 +0100

    More cleaning

commit 5253f88d6a3171a1a01f059e8f846ed588a2ec6c
Author: Thomas Schank <DrTom@schank.ch>
Date:   Wed Dec 10 18:36:49 2014 +0100

    More cleaning ...

commit ce63a969ad62e42dda4608c85a78192a9882c762
Author: Thomas Schank <DrTom@schank.ch>
Date:   Wed Dec 10 14:18:57 2014 +0100

    ... clean ....

commit b5619f9a03e233fad05f1df5a2bdd8eb595de302
Author: Thomas Schank <DrTom@schank.ch>
Date:   Wed Dec 10 13:17:53 2014 +0100

    Cleaning ...
",,,,,,12_may_2021_mp_not_refactor_commits
EnMasseProject/enmasse,7f9bf2eaf85f585c30d94b4ac8e7c94459adfb17,"Clean up code a bit to redude the number of warnings reported (#2031)

* Fix a possible resource leak

* Fix a few compiler warnings

* Fix a few simple issues with generics, clear warnings
",,,,,,12_may_2021_mp_not_refactor_commits
GNS3/gns3-server,7d48eba01b3a929b2b1b261dccead62bbf9c1d95,"Use versioned docker API

Since docker v1.13 the unversioned docker API is deprecated.
Backport of gns3-server 2.0, commit effbe59
",,,,,,12_may_2021_mp_not_refactor_commits
syuilo/Misskey,acc7797dff5051bb966049bbb22d9650d244d3e4,"New Crowdin translations (#2615)

* New translations ja-JP.yml (Catalan)

* New translations ja-JP.yml (Chinese Simplified)

* New translations ja-JP.yml (English)

* New translations ja-JP.yml (French)

* New translations ja-JP.yml (German)

* New translations ja-JP.yml (Italian)

* New translations ja-JP.yml (Korean)

* New translations ja-JP.yml (Polish)

* New translations ja-JP.yml (Portuguese)

* New translations ja-JP.yml (Russian)

* New translations ja-JP.yml (Spanish)

* New translations ja-JP.yml (Japanese, Kansai)

* New translations ja-JP.yml (Dutch)

* New translations ja-JP.yml (Norwegian)

* New translations ja-JP.yml (Catalan)

* New translations ja-JP.yml (Chinese Simplified)

* New translations ja-JP.yml (English)

* New translations ja-JP.yml (French)

* New translations ja-JP.yml (German)

* New translations ja-JP.yml (Italian)

* New translations ja-JP.yml (Korean)

* New translations ja-JP.yml (Polish)

* New translations ja-JP.yml (Portuguese)

* New translations ja-JP.yml (Russian)

* New translations ja-JP.yml (Spanish)

* New translations ja-JP.yml (Japanese, Kansai)

* New translations ja-JP.yml (Dutch)

* New translations ja-JP.yml (Norwegian)

* New translations ja-JP.yml (English)
",,,,,,12_may_2021_mp_not_refactor_commits
Azure/azure-devtestlab,f53389d9128122eb6b48edf6106de560fb4cbc3b,"Fixing artifact structure

- Updating artifact structure to correctly bubble up errors and provide step updates.
- Refactored into more manageable functions.",,,,,,12_may_2021_mp_not_refactor_commits
kevmaitland/PoshAnt,72af07ba136d9e6d3ad2beb44b4ec86d984183e2,"format-internationalPhoneNumber

Partially complete - provides non-localised tidying of phone numbers. Localised output availabel for USA & CAN
",,,,,,12_may_2021_mp_not_refactor_commits
markhepburn/dotemacs,274bdbe0109d676022e250f40939019e39d416a1,"Comment tidy-up

(From 3 semicolons to 2, so indentation works correctly!)

(Also, I can't believe I still have subversion-related code in here.
I had a long hard look at it before deciding not to clean it out, just
yet)
",,,,,,12_may_2021_mp_not_refactor_commits
nwjs/chromium.src,483aa2ccff1595fba505304cccd661c5384fa6b3,"Hide implementations of ScopedAllowIO/ScopedAllowWait like other scoped thread restrictions objects

Re-uses existing helpers to make these truly empty impls in non-dcheck
builds.

Most importantly, this allows instrumenting these calls with extra
tracing information when debugging without having to rebuild the world
(thread_restrictions.h is implicitly included virtually everywhere).

(and yes they should be outright removed in favor of the new ones but
that's orthogonal to this CL)

R=a3abc75511683c44c05332821bc3b7f3d5e515d1@chromium.org

Bug: gab doesn't like to rebuild the world when debugging
Change-Id: I6f7f39a26164c4375fd9b48233236a528b0fa2b5
Reviewed-on: https://chromium-review.googlesource.com/969446
Commit-Queue: François Doray <a3abc75511683c44c05332821bc3b7f3d5e515d1@chromium.org>
Reviewed-by: François Doray <a3abc75511683c44c05332821bc3b7f3d5e515d1@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#544340}",,,,,,12_may_2021_mp_not_refactor_commits
jasp-stats/jasp-desktop,95b862e43ab2c1c8f1a9f938b27d6fa48bb79dea,"Added prior widget to Summary Stats Independent Samples T-Test BF: mostly functional

Renamed .generalSummaryTtestBFOneSample to .generalSummaryTtestBF and
changed it to make it also compute the two sample case.
Added the prior widget to the interface and changed the R source to use
the .generalSummaryTtestBF function. Seems to work properly (except
that plots don’t seem to respond to changes in prior preferences).
Substantial code simplifications and restructuring for legibility.
TODO: Dienes priors.
",,,,,,12_may_2021_mp_not_refactor_commits
lerna/lerna,cc9b48725f89ad94a2fa2b5cd7f984da199cd5a1,"Fix logifyAsync, logifySync decorators. (#372)

The decorator spec requires that a function decorator either:

- returns a new /descriptor/ for the property, or
- changes the fields on the given descriptor

The logify* methods instead returned a new function implementation, which
is not correct, and caused the decorations to be silently ignored.

decorator spec: https://github.com/wycats/javascript-decorators#detailed-design
function decorator example: https://github.com/jayphelps/core-decorators.js/blob/master/src/deprecate.js

This commit changes logifySync and logifyAsync in the following ways:

- they now have no return value, and instead modify the descriptor
- they now must be called with no arguments so they can properly capture
  the `this` value (without this, the function cannot find the logger instance)
- they now log at 'verbose', because they are extremely verbose
- remove 'error' flag from non-error logging
- they truncate their serialized arguments to (arbitrarily) 100 characters because
  otherwise they they OOM the node process

Additionally, one async method was erroneously decorated with logifySync.",,,,,,12_may_2021_mp_not_refactor_commits
reportportal/service-api,a16d24cee38748d391f0cedad31320912e08a8c2,"Jobs hotfix (#309)

* replace streams(cursors) with paging in jobs

Signed-off-by: avarabyeu <2f0de082e2cce4ce6a9453402ca2be8f243d8d64@gmail.com>

* fix unit tests

Signed-off-by: avarabyeu <2f0de082e2cce4ce6a9453402ca2be8f243d8d64@gmail.com>

* fix jobs execution

Signed-off-by: avarabyeu <2f0de082e2cce4ce6a9453402ca2be8f243d8d64@gmail.com>

* more logging for cleaning jobs

Signed-off-by: avarabyeu <2f0de082e2cce4ce6a9453402ca2be8f243d8d64@gmail.com>

* better logging for jobs

Signed-off-by: avarabyeu <2f0de082e2cce4ce6a9453402ca2be8f243d8d64@gmail.com>
",,,,,,12_may_2021_mp_not_refactor_commits
CTSRD-CHERI/u-boot,8beed3d7ac5a3253a850bdadcb2dbc1fec6aff6c,"binman: Adjust pylibfdt for incremental build

If the pylibfdt shared-object file is detected, then Python assumes that
the libfdt.py file exists also.

Sometimes when an incremental build aborts, the shared-object file is
built but the libfdt.py is not. The only way out at this point is to use
'make mkproper', or similar.

Fix this by removing the .so file before it is built. This seems to make
Python rebuild everything.

Signed-off-by: Simon Glass <c00b0378376498bd9cd974c388df8854c0131d27@chromium.org>
Reviewed-by: Bin Meng <0f584745b714e230c31946b740db1d21d0507567@gmail.com>
",,,,,,12_may_2021_mp_not_refactor_commits
spinnaker/clouddriver,48f4d340a726138ec232ead9afdf7f4630f2a69a,"refactor(core): Fix warning fetching operation version (#4680)

The code to fetch the version of an operation catches any
Exception. The only actual exception that can occur is a
null-pointer exception of credentials.getOne returns null.
Let's just make the code null-safe and remove all catch and
warning logic.

One of the main motivations of this is that ProviderVersion is
no longer even relevant now that the Kubernetes V1 provider has
been removed from the code. Logging a warning related to being
unable to fetch the provider version just confuses debugging;
if the account doesn't exist, that itself is the problem, so
we should note that in the warning, rather than that we couldn't
fetch the version.

Co-authored-by: mergify[bot] <b09a6ee808b67e98a221404e7aaa52e0398a4954@users.noreply.github.com>",,,,,,12_may_2021_mp_not_refactor_commits
decidim/decidim,8069a48e787f8faf440903daa9829e1761b5ad3d,"New Crowdin updates (#6417)

* New translations en.yml (Slovenian)

* New translations en.yml (Czech)

* New translations en.yml (Czech)

* New translations en.yml (Slovenian)

* New translations en.yml (Japanese)

* New translations en.yml (Japanese)

* New translations en.yml (Polish)

* New translations en.yml (Slovenian)

* New translations en.yml (Polish)

* New translations en.yml (Finnish)

* New translations en.yml (Finnish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Slovenian)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Norwegian)

* New translations en.yml (Spanish, Mexico)

* New translations en.yml (Finnish (plain))

* New translations en.yml (Spanish, Paraguay)

* New translations en.yml (Finnish (plain))

* New translations en.yml (Spanish, Paraguay)

* New translations en.yml (Spanish, Paraguay)

* New translations en.yml (Spanish, Paraguay)

* New translations en.yml (Spanish, Paraguay)

* New translations en.yml (Spanish, Mexico)

* New translations en.yml (Spanish, Mexico)

* New translations en.yml (Spanish, Mexico)

* New translations en.yml (Spanish, Mexico)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Polish)

* New translations en.yml (Slovenian)

* New translations en.yml (Slovenian)

* New translations en.yml (Hungarian)

* New translations en.yml (Hungarian)

* New translations en.yml (Hungarian)

* New translations en.yml (Hungarian)

* New translations en.yml (Hungarian)",,,,,,12_may_2021_mp_not_refactor_commits
loot/skyrimse,47f1d70bcb8620172b402ab3072b96a19542e3c6,"Update Simply Bigger Trees (#1446)

* Update cleaning info
 - version: 1.0SE

* Remove group
- Moving to default, part of removing flora group.",,,,,,12_may_2021_mp_not_refactor_commits
dslutz/qemu,dacbb6eb8acbd40d97c1c01cde5ccc55e56e7785,"nbd/server: use bdrv_dirty_bitmap_next_dirty_area

Use bdrv_dirty_bitmap_next_dirty_area for bitmap_to_extents. Since
bdrv_dirty_bitmap_next_dirty_area is very accurate in its interface,
we'll never exceed requested region with last chunk. So, we don't need
dont_fragment, and bitmap_to_extents() interface becomes clean enough
to not require any comment.

Signed-off-by: Vladimir Sementsov-Ogievskiy <fcd0a219e4f4a6378ee05493cd85dd9ca4fea0f3@virtuozzo.com>
Reviewed-by: Eric Blake <a9da18479c871fe903d9590822cfe2629c6a4d11@redhat.com>
Message-id: 20200205112041.6003-10-fcd0a219e4f4a6378ee05493cd85dd9ca4fea0f3@virtuozzo.com
Signed-off-by: John Snow <624c376396b1be97fa9f2557aab38fb7d8603d8b@redhat.com>
",,,,,,12_may_2021_mp_not_refactor_commits
chanzuckerberg/idseq-web,fe12d973852b03bd1874e572c7935f4a177c9681,"Implement initial version of new report service (#2697)

Implement initial version of new report service# Description

Refactor of the report service prototype implemented on [this branch](https://github.com/chanzuckerberg/idseq-web/commit/196dbd699bc66443d2f86286a35b081bf3ed2f12).

# Notes

* Includes rudimentary version of the new frontend from Tiago's branch.
* No tests for correctness of the results generated by the new service yet, those are to come in future PRs.
* Protected by `report_v2` feature flag, so users without access to that feature will be redirected to the home page instead.

# Tests

* Added tests to ensure that only users with the access `report_v2` feature can view the results generated from the new report.
",,,,,,12_may_2021_mp_not_refactor_commits
xtermjs/xterm.js,5a05db727cfae89fa0fb511191c8b28b1b5657cc,"Add a per-frame limit on dynamic atlas writes

This limits the amount of damage a pathological program can cause in
thrashing the LRU cache.

I ran the script described here:
https://github.com/xtermjs/xterm.js/pull/1327#issuecomment-374003960

Without this patch, the entire output would get drawn in one frame that
took about 140 ms to draw. With this patch, it takes about 60 ms. It's
still nowhere as good as the static or none atlas implementations, but
it's not terrible, like it was.

This should have minimal impact on real-world applications: it'll just
take a little longer for the atlas to warm up.

The implementation is a little hacky, since it involves throwing some
code into TextRenderLayer that violates the separation of concerns, but
we can clean this up later.
",,,,,,12_may_2021_mp_not_refactor_commits
google/android-emulator-container-scripts,e5d9db19bcd51914611c6889e972d591526b11db,"Add cleanup before launch

It is possible that the emulator container has data left around. This
can cause trouble where:

- PulseAudio fails to initialize, disabling the video bridge
- Dangling snapshot locks, disabling emulator launch.

Usually this is due to unexpected exits of the emulator executable.

This also includes some cleanup of the Dockerfile to introduce multiple
layers. This makes it faster to rebuild the containers.

Updates the documentation to explain why pre-O images will not work.

Fixes issue #10
",,,,,,12_may_2021_mp_not_refactor_commits
openstack/nova,d9c696acf85a00fe9e69faf5559cd0534e2c0f58,"Make evacuate leave a record for the source compute host to process

This makes the evacuate process leave a record in the database about the
evacuation, and from what host it was being performed. Now, the compute
manager will use that breadcrumb trail to decide whether it should delete
locally-running instances, instead of just the hostname mismatch.

Since this does a query by migration_type, I added a unit test to the
test_db_api module to prove this actually works.

DocImpact: Deprecates the workarounds/destroy_after_evacuate config option

Related to blueprint robustify-evacuation
Closes-Bug: #1471887
Change-Id: I972c224dfb954a9f06e221c9235ee6e4889c2619
",,,,,,12_may_2021_mp_not_refactor_commits
openwrt/packages,fca20e2b2fdf4a83db8e2c7904225422b11f0d2e,"findutils: Fixed up LICENSE information.

Also cleaned some whitespace.

Signed-off-by: Rosen Penev <cd9d359349c2d33dfd3bf458517d943871c7c054@gmail.com>
",,,,,,12_may_2021_mp_not_refactor_commits
Deepomatic/dmake,09640d08e32f3473d3498db93d49e5cdc6b512e3,"Cleanups (#32)

* Fix doc for dmake_check_daemons

* Fix typos in comments

* Fix too-early error in dmake_check_services on unknown service error.

Now it correctly prints the dmake_fail message.
",,,,,,12_may_2021_mp_not_refactor_commits
