repo_name,commit,subject,message_without_subject,multiple_parents,Is_Summary,Is_Generic,Category,Comment,Certain,Labler,Sampling,distance,administrative_pred
mirror/wget,045463b814049952fc75755e86a50afb8af02b2d,Do not free request in establish_connection; do it in gethttp,"

* src/http.c (establish_connection): Do not free request here (it is
* never allocated here).
* src/http.c (gethttp): Free request before returning if error in
* establish_connection encountered.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
magit/magit,26cda52a5b8853cff2530d4a1bcdbc612db83714,magit-set-upstream-branch: Split the upstream,"

ddda6088 (magit-set-upstream-branch: New function, 2018-10-21) dropped
a magit-split-branch-name call, but all magit-set-upstream-branch
callers pass in a string.

Fixes #3626.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
dslutz/qemu,d3fa923044321b2ccc12bbdedd582d2c49d958aa,"aio: make aio_poll(ctx, true) block with no fds","

This patch drops a special case where aio_poll(ctx, true) returns false
instead of blocking if no file descriptors are waiting on I/O.  Now it
is possible to block in aio_poll() to wait for aio_notify().

This change eliminates busy waiting.  bdrv_drain_all() used to rely on
busy waiting to completed throttled I/O requests but this is no longer
required so we can simplify aio_poll().

Note that aio_poll() still returns false when aio_notify() was used.  In
other words, stopping a blocking aio_poll() wait is not considered
making progress.

Adjust test-aio /aio/bh/callback-delete/one which assumed aio_poll(ctx,
true) would immediately return false instead of blocking.

Reviewed-by: Alex Bligh <60c6d277a8bd81de7fdde19201bf9c58a3df08f4@alex.org.uk>
Signed-off-by: Stefan Hajnoczi <484520986196e4a799496429ce8a499eb6488adb@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,679,False
tprrt/linux-stable,bb324b08165d5656d221af013ed9994a54e455be,usb: musb: gadget: fix compilation warning,"

Fixes below compilation warning when musb driver is compiled for
PIO mode:

drivers/usb/musb/musb_gadget.c: In function 'musb_g_rx':
drivers/usb/musb/musb_gadget.c:840:
		warning: label 'exit' defined but not used

Signed-off-by: Ajay Kumar Gupta <e07c675cf8f418a4c15b581efbf445af628cd457@ti.com>
Signed-off-by: Felipe Balbi <94dddeeef08b001e003cce128ddc162a4e2c6cd2@ti.com>
",False,,,,,,,comsum_random_batch_12_july_2021,217,False
Automattic/wp-calypso,0289c4c7913c105718043d7266ffee37975c2a6f,Map Block: Mapbox Key Input Improvements (#28730),"

* Replacing API key field listener approach with submit button.

* Disable Access Token input field while API request is in flight. After failed attempt to change API key do not revert to initial screen since a valid API key is still in use for the map.

* After attempt to change Access Token to invalid value, reset text fields to the previous, good token.

* Revised Mapbox Access Token copy.

* Simpler boolean logic for disabled attributes.

* Disabled logic was backwards - fixed.

* Moving API Fetch into setState callback.

* Rework of initial screen text, with External Link component and localization.

* More explicit class names.

* Explicit height for Set Token button, to avoid Firefox bug.

* Slight text change.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
librenms/librenms,b5a8cb0f5bd689be530b16951588d269254ab067,webui: Minors changes on Edit User page (#5717),"

* Order user alphabetically (MySQL)

* Add (admin) or (demo) after login on Edit User page

* Fix missing $user_level

* Complete the switch/case on user level

* Remove redundant case

* Remove blank line
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
apache/arrow,3640ad8d29ef6353a7e034a31718a8b9d2ca6b75,ARROW-8587: [C++] Fix linking Flight benchmarks,"

Closes #7031 from pitrou/ARROW-8587-flight-benchmark-boost

Authored-by: Antoine Pitrou <9359a4d812173b65a3a0094cd86363e79731a3c2@python.org>
Signed-off-by: Wes McKinney <3be70eed0275ec2606f002bff3514252e145d204@apache.org>
",False,,,,,,,comsum_random_batch_12_july_2021,144,False
pocl/pocl,78395ab582bcb184c1adc86fafd1583d1ae87164,Extension-based device info check for cl_khr_fp64 too,"

Mirrors the cl_khr_fp16 situation. No need to complain about null values
for the preferred/native vector widths if the extension is not
supported.

Signed-off-by: Giuseppe Bilotta <6010d7f2c049984f25cd19568d4ace2cc46b0817@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,150,False
ArduPilot/ardupilot,930f3b4aca18b3cc7d54f64167ff753df90994e9,build: boards: enable --upload option for linux boards,"

Make it use rsync command. That's a workaround to allow user using --upload
option, which in fact appends the 'rsync' to the command chain. A bad
side-effect of this is that the build summary is output twice for a command
like 'waf copter --upload'.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
google/llvm-propeller,dfaafbab4687676f8ad616a79d3d924267831cbd,[www] cxx_status: Update Reflection TS to Cologne draft,"

Summary:
As of the 2019 Cologne meeting, according to its minutes (N4826), N4818
is the draft of the Reflection TS.

Reviewers: rsmith, aaron.ballman

Reviewed By: aaron.ballman

Subscribers: cfe-commits

Tags: #clang

Differential Revision: https://reviews.llvm.org/D75524
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,0a9417de6ce420788fcfacc384e89113185969c4,2011-06-13  Dirk Schulze  <krit@webkit.org>,"

        Reviewed build fix of mac.

        SVGAnimation should use direct unit animation for SVGLength
        https://bugs.webkit.org/show_bug.cgi?id=61368

        Forgot to add SVGAnimatedLength.cpp. 

        * WebCore.xcodeproj/project.pbxproj:


git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@88670 bbb929c8-8fbe-4397-9dbb-9b2b20218538",False,,,,,,,comsum_random_batch_12_july_2021,255,False
tprrt/linux-stable,476a4b6d2543f0d9fa5205e0c25ebcd7973337bd,qlcnic: report valid speed and duplex status when link is down,"

Report valid link statistics when link is down.

Signed-off-by: Sony Chacko <d6c6c4989dba2b5878a6ca585e4eeec704d3317a@qlogic.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",False,,,,,,,comsum_random_batch_12_july_2021,51,False
rear/rear,aa8370dd2a1c26502f8099ac049f2c4d9a28c8fb,Update 400_prep_yum.sh,"

Use simpler and more fail-safe syntax
ARRAY+=( additional elements )
see https://github.com/rear/rear/issues/2364
and avoid useless empty array elements that one could get via
ARRAY+=( ""${ADDITIONAL_ARRAY[@]:-}"" )
by 'test' before with empty default value or all array elements as single argument
test ""${ADDITIONAL_ARRAY[*]:-}"" && ARRAY+=( ""${ADDITIONAL_ARRAY[@]}"" )",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
espressif/esp-idf,6a080febbca9741a2f1ad0a6bab996e578a76263,esp32: update wifi lib to fix several WiFi bugs,"

Fix following WiFi bugs:
1. Shouldn't scan when connect
2. Check beacon length in modem sleep
3. Fix the bug that AP may deauth wrong station when inactivity timer expires
4. Fix the bug that WiFi assert the system when receiving empty MCS in association response frame
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
ElektraInitiative/libelektra,ce2d2a106eb21d4aed1dcefd01db2f798f12de93,"ASAN: correct libasan linking (gcc vs clang), workaround gtest gcc","

We should only pass -lasan when using gcc and ASAN_ENABLED as this
otherwise results in clang linking the gcc sanitizer which in return
results in broken binarys.

Also currently use a workaround to add -lpthread when using ASAN with
gcc. This probably should be moved into the GTest logic of the cmake
files, but i am currently lacking the expertise to do this correctly.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
samba-team/samba,efe9b26a7b08cc9ea02cad32a847f71773a6edc4,loadparm.c :,"

	added ""domain admin users"" parameter
	added ""domain guest users"" parameter

	these two complement the ""domain groups"" parameter.  the ""domain groups""
	parameter should be for your own groups, and well-known aliases.

util.c :

	added ability to do ""domain groups = power_users admin_users backup_ops""
	which are well-known RID aliases, not well-known RID groups.

pipenetlog.c :

	combine the ""domain admin users""; ""domain guest users"" and ""domain groups""
	parameters to give an array of RID groups to include in the SAM Logon
	response.

ipc.c smb.h :

	moved REALLOC() into smb.h
	added RID #defines.

proto.h:

	usual.
(This used to be commit f2554f231d1f59f30224adcc02b2b3ca4c24e0dd)
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
librenms/librenms,e0040b28317741f9ce95820fdb3d7e1fc6d85cfb,newdevice: Added support for Toshiba RemotEye4 devices (#7312),"

* newdevice: Added support for Toshiba RemotEye4 devices

* small updates thanks to kate

* Update new-os.php

* Update new-os.php
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
modernish/modernish,4da058e1555412e5016a20dc941dba1eed7412e8,BUG_LNNOALIAS: $LINENO is zero when expanded within an alias (mksh),"

libexec/modernish/cap/BUG_LNNOALIAS.t:
- Contrary to my earlier belief, alias expansion is techically not
  just another form of 'eval' and the bug that LINENO expands to 0
  within 'eval' (BUG_LNNOEVAL) should not be considered the same
  one that causes LINENO to expand to 0 within an alias. Hence,
  separate bug test.

libexec/modernish/cap/BUG_LNNOEVAL.t:
- Update comments.

libexec/modernish/var/setlocal.mm:
- Test for BUG_LNNOALIAS before passing $LINENO from aliases.

README.md:
- Document BUG_LNNOALIAS.
- Update BUG_LNNOEVAL.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
openstack/python-swiftclient,936631eac617c83bec1f1c44b1adcaa51d36329c,Optionally display listings in raw json,"

Symlinks have recently added some new keys to container listings.  It's
very convenient to be able to see and reason about the extra information
in container listings.

Allowing raw json output is similar with what the client already does
for the info command, and it's forward compatible with any listing
enhancements added by future middleware development.

Change-Id: I88fb38529342ac4e4198aeccd2f10c69c7396704
",False,,,,,,,comsum_random_batch_12_july_2021,362,False
cockpit-project/cockpit,47065a90541ca4e826e4650fcf2589fc0bbd04e6,test: Add known failure in check-dashboard,"

The dashboard edit test sometimes fails to register
the style change.

Closes #3148
Reviewed-by: Stef Walter <8a7fbf0f15d3ad982af54ef28f5c117d2494b76c@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,86,False
ktbyers/netmiko,16ebf604587aa90eb5a906a9628ff8a5ea2c5a10,Fix authentication exception handling. (#2030),"

paramiko.ssh_exception.AuthenticationException is a child class of paramiko.ssh_exception.SSHException so the order needed to be changed.",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
angular/angular,848e53efd0eca1cd5a409dea6c65297769162e5e,test(platform-browser-dynamic): avoid swallowing error in `CachedResourceLoader` test (#30515),"

Previously, in order to assert that the promise was not resolved, an
error was thrown when the promise was resolved successfully. At the
same, `.catch()` was used to silence the (expected) promise rejection.
However, the chained `.catch()` handler would also catch (and swallow)
the error thrown on resolving the promise, making the test pass, even if
the promise was not rejected.

This commit fixes it by ensuring that the error thrown on resolving the
promise is not caught by the rejection handler.

PR Close #30515
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
GNOME/glib,636dae32c30dfacde754b9f6e6cb1bf29815bab8,document G_SLICE=debug-blocks.,"

Wed Dec 27 15:56:53 2006  Tim Janik  <timj@gtk.org>

        * glib/tmpl/memory_slices.sgml:
        * glib/running.sgml: document G_SLICE=debug-blocks.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,11a6eee1a07a94700be49b8dc3b72e16d6f44db3,Fix issue 19081: Linux: Not able to switch input method correctly in web page using SCIM,"

This CL fixes issue 19081 by setting im context's client window when host view's native widget is realized rather than focused in.
When setting im context's client window, GtkIMMulticontext will destroy and recreate its slave im context, which will cause this issue.

BUG=19081: Linux: Not able to switch input method correctly in web page using SCIM
TEST=Export GTK_IM_MODULE=scim then open chrome, open www.google.com and place cursor in search box, hit ctrl-space to open SCIM then click scim bar or tray icon and select another input method, then check if input method was switched correct.

Review URL: http://codereview.chromium.org/174217

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@24442 0039d316-1c4b-4281-b951-d872f2087c98
",False,,,,,,,comsum_random_batch_12_july_2021,649,False
vinriviere/m68k-atari-mint-binutils-gdb,3ca649544956e996656d40602064d9169949252b,2004-11-23  Randolph Chung  <tausq@debian.org>,"

	* arch-utils.c (generic_instruction_nullified): New.
	* arch-utils.h (generic_instruction_nullified): New.
	* gdbarch.sh (instruction_nullified): New method.
	* gdbarch.c: Regenerate.
	* gdbarch.h: Regenerate.
	* infrun.c (INSTRUCTION_NULLIFIED): Delete.
	(handle_inferior_event): Replace INSTRUCTION_NULLIFIED with calls to
	new gdbarch method.
	* config/pa/tm-hppa.h (INSTRUCTION_NULLIFIED): Delete definition.
	* hppa-tdep.c (hppa_instruction_nullified): Remove prototype and make
	static.  Rewrite to work directly off the passed regcache.
	(hppa_gdbarch_init): Set instruction_nullified method.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
retrodeluxe/rlengine-msx1,d7b3428ed1d45a0e0a816ec6b22b5c95a144ee8b,game_test: solve issues with spr attributes,"

- avoid direct write of attributes to vram
- write to buffer and copy over during vblank
- add spr_refresh
- solve a number of issues with spr_show not being
called due to dpo flag not set to visible
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
tprrt/linux-stable,0353261c12c3c40483921a872d74d2f90c1bd46b,net/rds: Avoid calling ib_query_device,"

Instead, use the cached copy of the attributes present on the device.

Signed-off-by: Or Gerlitz <de1b678a59344538ef9f2ddb34a5f9486544e2f9@mellanox.com>
Signed-off-by: Doug Ledford <f35204f44eabfe97bbcdd18aee9e9fffc59f29e1@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,73,False
hyperledger/fabric,990b9e6c2f457ef5f0fac4ca0eb747fa897837a7,[FAB-9263] Remove Java shim from fabric repo,"

Java chaincode has been moved to it own
repository

Change-Id: I4e0e47d850ffa00ecf586f65640ab0ea68bd9bc6
Signed-off-by: Gari Singh <10008a422f4be611b73174084ba2f7f909d5b402@gmail.com>
",False,,,,,,,comsum_random_batch_12_july_2021,54,False
chromium/chromium,507eb10fe8588caa6b54558b69b0a7a895b45aed,Roll src/third_party/perfetto 3be20911d9a3..703bcab9106c (1 commits),"

https://android.googlesource.com/platform/external/perfetto.git/+log/3be20911d9a3..703bcab9106c

git log 3be20911d9a3..703bcab9106c --date=short --first-parent --format='%ad %ae %s'
2019-12-18 rsavitski@google.com traced_perf: in-tree builds: arm register parsing basics

Created with:
  gclient setdep -r src/third_party/perfetto@703bcab9106c

If this roll has caused a breakage, revert this CL and stop the roller
using the controls here:
https://autoroll.skia.org/r/perfetto-chromium-autoroll
Please CC db490db69a39e33ab155bc610ae410a629ba66a0@google.com on the revert to ensure that a human
is aware of the problem.

To report a problem with the AutoRoller itself, please file a bug:
https://bugs.chromium.org/p/skia/issues/entry?template=Autoroller+Bug

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+/master/autoroll/README.md

Bug: None
Tbr: db490db69a39e33ab155bc610ae410a629ba66a0@google.com
Change-Id: I12eaa304adf26342a73c67314fae9e05168a50b4
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1973944
Reviewed-by: chromium-autoroll <a3680534fa21f849f725bea9c9fb3f7f637bcd8d@skia-public.iam.gserviceaccount.com>
Commit-Queue: chromium-autoroll <a3680534fa21f849f725bea9c9fb3f7f637bcd8d@skia-public.iam.gserviceaccount.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#726004}
",False,,,,,,,comsum_random_batch_12_july_2021,938,False
CTSRD-CHERI/u-boot,9b56942f7d2f67e620662cfeb4269a9a938d55da,mtd: onenand: Fix unaligned access,"

Fix unaligned access in OneNAND core. The problem is that the ffchars[] array
is an array of ""unsigned char"", but in onenand_write_ops_nolock() can be passed
to the memcpy_16() function. The memcpy_16() function will treat the buffer as
an array of ""unsigned short"", thus triggering unaligned access if the compiler
decided ffchars[] to be not aligned.

I managed to trigger the problem with regular ELDK 5.4 GCC compiler.

Signed-off-by: Marek Vasut <f40600653b33f5282fa4c5daf377dfc444fb4625@denx.de>
Cc: Albert Aribaud <8b5a9c7540b8ed9b647f8599caa1c424bc39aadb@aribaud.net>
Cc: Scott Wood <b77916c2feab81a70245e7b5671f4f02730ebf64@freescale.com>
Cc: Tom Rini <47764aff062bf9ebe98a2274b29052b74a9567e2@ti.com>
",False,,,,,,,comsum_random_batch_12_july_2021,426,False
qtproject/qt-labs-qbs,bb4622ac70ab43bb1e8f1930fc8430a3ec00eafb,Enable project.withExamples in Travis,"

This will allow to catch more build errors caused by breakage of
backward-compatibility

Change-Id: I49985d9c67cdc66d2ea5885685ce6a0f72e36dd4
Reviewed-by: Qbs CI Bot <94eb2064b2abdc395eb337a66643921d92d5d1fb@weickelt.de>
Reviewed-by: Christian Kandeler <3aa99dcdd3f0cac61fb81c2a11771c0cc2497607@qt.io>
",False,,,,,,,comsum_random_batch_12_july_2021,91,False
foursquare/fsqio,aba6f9480aa0a43f8cbf1c86c035a5d601151217,Force spindle DateTime deserialization to use UTC,"

Summary: Otherwise this defaults to a JVM independant DateTimeZone which can cause confusing issues when comparing DateTimes deserialized on different jvms (including in spindles hashCode and equals impls)

(sapling split of 3d1efcec5df6b5c39d34c057c3e8166a44ae6588)",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
chromium/chromium,b4e5024545d002ac3c4c2ab8683e72dd6cbc46f5,Hopefully detect/prevent crash in PageInfoBubbleView::OnWidgetDestroying(),"

Make sure that the callback is not null, and that we use the widget that
is reported being closed rather than calling GetWidget() - just in case
the view has somehow come unglued from the widget.

I really can't think of any other way this could crash.

Bug: 966308
Change-Id: Ic0c2ee9adb8b1e26326c1300238db058e5022819
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/1627817
Commit-Queue: Dana Fried <a17398dafd0dbb668a6a5fb625583979d4773fc4@chromium.org>
Commit-Queue: Bret Sepulveda <a8539ea971eb2ccf6dc9b7cbd455848c0bcd3c29@chromium.org>
Auto-Submit: Dana Fried <a17398dafd0dbb668a6a5fb625583979d4773fc4@chromium.org>
Reviewed-by: Bret Sepulveda <a8539ea971eb2ccf6dc9b7cbd455848c0bcd3c29@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#662826}
",False,,,,,,,comsum_random_batch_12_july_2021,268,False
ARM-software/lisa,be0e4a39eed215e826a6407a74092d5efb357fe0,tests/benchmarks/android_vellamo.py: initial implementation,"

This provides an example of how to customize and execute an
android vellamo workload.

Signed-off-by: Ionela Voinescu <721bf4aa4c535b5f5f0a38815c215c0ece88733b@arm.com>
",False,,,,,,,comsum_random_batch_12_july_2021,89,False
chef/opscode-omnitruck,2259ee18eaa7efa4afb6582747f8717c9bb66235,Merged change 0c002412-a0b8-4074-9ff1-0c1459f7d598,"

From review branch _reviews/master/pw/project_apps/1 into master

Signed-off-by: wrightp <cbb7353e6d953ef360baf960c122346276c6e320@chef.io>
",True,,,,,,,comsum_random_batch_12_july_2021,68,False
tprrt/linux-stable,969bf7aec86ccd6ce1934ed634e29517ae2b8e10,gpio: em: Setup gpiochip->dev,"

Make sure gpio_chip->dev is setup so of_gpiochip_add()
will work as expected.

Signed-off-by: Magnus Damm <2336f5729424d0c84d319e991b3648cafa2c3c5b@opensource.se>
Acked-by: Laurent Pinchart <3ded2f39a78f0d7044839546f95841842b4d7c96@ideasonboard.com>
Signed-off-by: Linus Walleij <9cd9d802d23c0ed5e224beabf4ae4a5c478746ef@linaro.org>
",False,,,,,,,comsum_random_batch_12_july_2021,81,False
Flexberry/flexberry.github.io,70443b6b713688b1bfa08fa61e0717551c3f6da6,Update docs,"

By Travis, Repo Flexberry/ember-flexberry, Build #650, Commit 2458985bb675bb9740184bcf6d2cdac42f96aebb, Branch develop.
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
MariaDB/server,95ac7902969d31550768007b3062013db175d8cf,MDEV-22773 Assertion page_get_page_no... in btr_pcur_store_position(),"

btr_pcur_store_position(): Replace a too strict debug assertion.
It is possible to have a clustered index B-tree for a logically
empty table, which will consist of a node pointer from the root
page to a leaf page that contains the metadata record.

The too strict debug assertion was added in
commit 0e5a4ac2532c64a545796c787354dc41d61d0e62 (MDEV-15562).
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,92403640ba1c95cccb6c852a41ff5ffde467900f,Update macOS FYI toolchain bot to compile with 10.12 SDK.,"

BUG=669240

Review-Url: https://codereview.chromium.org/2976533002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#485094}
",False,,,,,,,comsum_random_batch_12_july_2021,14,True
nwjs/chromium.src,becd1ef70bf814f9bc75524ad064bab21c5e16fc,Migrate SerialWorker from TaskScheduler to WorkerPool.,"

WorkerPool is being deprecated in favor of TaskScheduler.

Bug: 659191
Change-Id: I6b0455425ef6e2f7ea899ca0b2634aa7768d63b7
Reviewed-on: https://chromium-review.googlesource.com/637024
Commit-Queue: Francois Doray <a3abc75511683c44c05332821bc3b7f3d5e515d1@chromium.org>
Reviewed-by: Ryan Sleevi <2fdcfc2c84128ef845a102e917c50b33481a61d7@chromium.org>
Reviewed-by: Miriam Gershenson <4ed7e5d4b9e799799cc7fbae23d43ab30145d5fc@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#504161}",False,,,,,,,comsum_random_batch_12_july_2021,73,False
tprrt/linux-stable,d49394a131060fda209ba91e903c9d6316db2e4d,iwlwifi: mvm: flush per station for DQA mode,"

Avoid using the global flush and move to flush per
station whenever possible in DQA mode.

Signed-off-by: Sara Sharon <5d686016a8d7262b765ec933d3b643a307ef9d2a@intel.com>
Signed-off-by: Luca Coelho <48024ebf6407f04843f8b4062a045f41623c6d61@intel.com>
",False,,,,,,,comsum_random_batch_12_july_2021,93,False
google/llvm-propeller,3a9245481f8904fa3cfab041acadb7742d7ad51e,[sanitizer] Remove unused 32-bit allocator TransferBatch parameter,"

Summary:
NFC. Remove an unused parameter in
`SizeClassAllocator32::TransferBatch::SetFromArray`, and thus get rid of the
compilation warning.

Reviewers: alekseyshl, vitalybuka

Reviewed By: vitalybuka

Subscribers: kubamracek, delcypher, #sanitizers, llvm-commits

Differential Revision: https://reviews.llvm.org/D46397

llvm-svn: 331477
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
TimothyGu/libilbc,de3185521b5e31bae14c6c4c523965a2a60e04eb,Add Mic Toggle button to AppRTCDemo (Android).,"

BUG=webrtc:5671

Review URL: https://codereview.webrtc.org/1820113003

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#12100}
",False,,,,,,,comsum_random_batch_12_july_2021,73,False
kubernetes/test-infra,c368fd97b6c886f70a8fd1e429ce636daccc23fc,Updated proto from proto2 to proto3,"

- Updated config.proto to proto3, and changed the column_header to take
  in repeated configuration_values
- Yaml parser now will fill unset fields use default values
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
nwjs/chromium.src,c5117b4cc2638739551a9eeedf5b10e177e2368b,Rename enums/functions that collide in chromium style in platform/,"

R=esprehn@chromium.org, pdr
BUG=582312

Review URL: https://codereview.chromium.org/1746283002

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#378619}
",False,,,,,,,comsum_random_batch_12_july_2021,98,False
oVirt/vdsm,bfbc538fb13c52c8c263ad721762ce8e0c5ca96d,"tests, net: Fix improper rollback func test asserts","

Due to wrong indentation, several asserts have not been executed
at all.

By fixing the asserts on the rollback tests, a bug is exposed when
the OVS switch type is used, since, as can be seen in [0], the
'rollback' option used should be '_inRollback'. The fix to it is
also contained in this patch.

[0] - https://github.com/oVirt/vdsm/blob/\
99cef25660a78390d0b53077c92aab1fb8eac08f/\
lib/vdsm/network/api.py#L204

Change-Id: I331fda8f1960662a1026b662ff0d4f2cee8fd73e
Signed-off-by: Miguel Duarte Barroso <c798d3f0e4fda7badfc3bbd91babde7ebd48b6c2@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,418,False
google/llvm-propeller,529ecb237ac423b29a555b5ef930c118d117a542,[modules] Add a flag to disable the feature that permits conflicting redefinitions of internal-linkage symbols that are not visible.,"

Such conflicts are an accident waiting to happen, and this feature conflicts
with the desire to include existing headers into multiple modules and merge the
results. (In an ideal world, it should not be possible to export internal
linkage symbols from a module, but sadly the glibc and libstdc++ headers
provide 'static inline' functions in a few cases.)

llvm-svn: 240335
",False,,,,,,,comsum_random_batch_12_july_2021,-1,False
symfony/symfony,b9ee33fd033c76da8e7264578bd3cf34972a5433,bug #22457 [DI] Allow service subscribers to leverage autowiring to know where their locator should be injected (nicolas-grekas),"

This PR was merged into the 3.3-dev branch.

Discussion
----------

[DI] Allow service subscribers to leverage autowiring to know where their locator should be injected

| Q             | A
| ------------- | ---
| Branch?       | 3.3
| Bug fix?      | yes
| New feature?  | no
| BC breaks?    | no
| Deprecations? | no
| Tests pass?   | yes
| Fixed tickets | -
| License       | MIT
| Doc PR        | -

Commits
-------

e407b3d42e [DI] Allow service subscribers to leverage autowiring to know where the locator should be injected
",True,,,,,,,comsum_random_batch_12_july_2021,-1,False
tprrt/linux-stable,be1f985ffa49467f604318182616678b3e5184fd,[media] IR/lirc: further ioctl portability fixups,"

>From Joris van Rantwijk <3884381ed19b071fcba1f27322ce8da0937922a1@xs4all.nl>:

	I tested lirc_serial and found that it works fine.
	Except the LIRC ioctls do not work in my 64-bit-kernel/32-bit-user
	setup. I added compat_ioctl entries in the drivers to fix this.

	While doing so, I noticed inconsistencies in the argument type of
	the LIRC ioctls. All ioctls are declared in lirc.h as having argument
	type __u32, however there are a few places where the driver calls
	get_user/put_user with an unsigned long argument.

	The patch below changes lirc_dev and lirc_serial to use __u32 for all
	ioctl arguments, and adds compat_ioctl entries.
	It should probably also be done in the other low-level drivers,
	but I don't have hardware to test those.

I've dropped the .compat_ioctl addition from Joris' original patch,
as I swear the non-compat definition should now work for both 32-bit
and 64-bit userspace. Technically, I think we still need/want a
in getting a reply to you).

Reported-by: Joris van Rantwijk <3884381ed19b071fcba1f27322ce8da0937922a1@xs4all.nl>
Signed-off-by: Jarod Wilson <14059c7158912dcae849c377925c87d46da48cdf@redhat.com>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",False,,,,,,,comsum_random_batch_12_july_2021,1068,False
moby/moby,edbb8fb86d7d0b715adc15415f0cb187433092a5,"Restore missing ""format"" example","

The ""format"" example got lost during the
rewrite of the documentation for Cobra. This
restores the missing example.

Signed-off-by: Sebastiaan van Stijn <64b2b6d12bfe4baae7dad3d018f8cbf6b0e7a044@gone.nl>
",False,,,,,,,comsum_random_batch_12_july_2021,119,False
collectiveaccess/providence,9112f9643c2a43792f636a420a2002555940e7d1,Merge branch 'develop' of github.com:collectiveaccess/providence into develop,"

* 'develop' of github.com:collectiveaccess/providence:
  PROV-1280 Leave config blank by default
  PROV-1280 Hide key when not configured; fix minor errors
",True,,,,,,,comsum_random_batch_12_july_2021,-1,False
openstack/openstack-manuals,473d8ea3fe5fa7f489f2180797a76e213d41348c,Remove Security Guide EPUB,"

The EPUB is not getting updated and thus outdated. It's also not easy to
install on mobile devices. Thus remove it.

Change-Id: Ia60754c6e03434d84d27c6e33752cecf28872c76
",False,,,,,,,comsum_random_batch_12_july_2021,119,False
tprrt/linux-stable,2efd72af0f18860927084df618f7419c82f69be3,mtd/ps3vram: Use _PAGE_NO_CACHE in memory ioremap,"

Use _PAGE_NO_CACHE for gpu memory ioremap.  Also,
add __iomem attribute to gpu memory pointer and
change use of memset() to memset_io().

Signed-off-by: Geoff Levand <058b6ffe73540731b6df5cbcf27480d0bdbf7afb@am.sony.com>
Signed-off-by: Benjamin Herrenschmidt <a7089bb6e7e92505d88aaff006cbdd60cc9120b6@kernel.crashing.org>
",False,,,,,,,comsum_random_batch_12_july_2021,140,False
nwjs/chromium.src,26613150038981bd9af711328c7e51fe1a0a58d7,Fan or split panel positions if panel icons are too close together.,"

BUG=160608,160609
TEST=PanelLayoutManagerTest.*


Review URL: https://chromiumcodereview.appspot.com/11421065

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@170271 0039d316-1c4b-4281-b951-d872f2087c98
",False,,,,,,,comsum_random_batch_12_july_2021,113,False
