repo_name,commit,message,Is_Core_Adaptive,Is_Adaptive,Justification,Certain,Comment,Sampling
ubuntu/ubuntu-make,302d07a60b2f1b17cb1a9b7d8ad4adfd482feb57,"Ensure that category options can't be mistyped

* If we don't provide a framework option, we could have mistyped it.
  For instance udtc android eclipse--adt would try to install the android
  studio framework (default as not framework was found) into the eclipse--adt
  relative directory. We force now that path (if no default framework provided)
  to contain a path separator.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
eProsima/Fast-RTPS,b7f417f4109e58ca1474a9bf0ad089d9210aa345,"Make sure that default values are enforced when parsing a Duration_t xml tag (#1028)

* Make sure that default values are enforced when parsing a Duration_t element.

* Schema and sources update to prevent empty Duration_t config xml.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
cgeo/cgeo,8987674ab4882f7684c773fc181f5a3fac5f8f12,"refactoring: introduce PseudoList to handle non concrete lists

* should make adding a history list entry easier
* includes some non null annotations
* moved list code into separate package",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
koreader/koreader,dd7251e66d7c7d3862f617785fb85a45bbdd678f,"Menu order and separators

* Add separators to navigation menu
* Move speed reading to ""typeset"" (reading experience) menu
* Move Goodreads over to search

See https://github.com/koreader/koreader/issues/2562#issuecomment-290379241
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
qpdf/qpdf,3dd3169a1c8e25fed738a5e7beb8b3d352ef0546,"Travis: adding missing dependency

I don't use the travis build since I get more functionality on Azure
pipelines. I should remove it.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,9947e98a76455cec4a64aef536d375fa37cbfc32,"V4L/DVB: dw2102: Select tda10023 frontend, not tda10021

Update the Kconfig selections to match the code.

Signed-off-by: Ben Hutchings <73675debcd8a436be48ec22211dcf44fe0df0a64@decadent.org.uk>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@redhat.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
GNOME/nautilus,247559c2f73891552cd48e079be35715a03556e4,"Final arlification touches. Make the footer item's left and right bumpers

	* components/services/nautilus-dependent-shared/eazel-services-footer.c:
	(footer_destroy), (label_enter_event), (label_leave_event),
	(image_enter_event), (image_leave_event),
	(prelight_data_free_callback), (image_add_prelighting),
	(label_add_prelighting), (footer_item_new):
	Final arlification touches.  Make the footer item's left and right
	bumpers prelight as well.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
gem/oq-engine,7cfa574a2f311e3bb97edff059957a7d320030b2,"Added drouet_alpes_2015 to the documentation


Former-commit-id: ea79d1417959fc494e883971bcd5d04c9cd364be [formerly 1f109672f8906bdbb969ab1355016c156f10dda7]
Former-commit-id: bd1eb9aaaa99e33a68127c2a90ccae75b9eacaf4",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
google/llvm-propeller,8855c2ca19d4f5198305ff83a48d9925e5c6aa7e,"Fix bug #28898
lldb: libedit produces garbled, unusable input on Linux

Apply patch from Christos Zoulas, upstream libedit developer.
It has been tested on NetBSD/amd64.

New code supports combination of wide libedit and disabled
LLDB_EDITLINE_USE_WCHAR, which was the popular case on Linux
systems.

llvm-svn: 303907
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
concourse/concourse,1c38def87a115eb5e42f09d88892a0699a9f9978,"bump fly

[finishes #108688552]

Submodule src/github.com/concourse/fly 2d39657..756caaa:
  > pad dates and add timezone information to builds
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,d71be2b6c0e19180b5f80a6d42039cc074a693a2,"arm64: cpufeature: Detect SSBS and advertise to userspace

Armv8.5 introduces a new PSTATE bit known as Speculative Store Bypass
Safe (SSBS) which can be used as a mitigation against Spectre variant 4.

Additionally, a CPU may provide instructions to manipulate PSTATE.SSBS
directly, so that userspace can toggle the SSBS control without trapping
to the kernel.

This patch probes for the existence of SSBS and advertise the new instructions
to userspace if they exist.

Reviewed-by: Suzuki K Poulose <25f0e69a3d23ed1d9a060214a9ff1a9504ba3f49@arm.com>
Signed-off-by: Will Deacon <b913f13ef92ac157955c954ccaaff7be065faba4@arm.com>
Signed-off-by: Catalin Marinas <15ce75b290ebaf27c3f9fd73ab848685ed3d8261@arm.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
colinsc/koha,a4dab23a41fe63855806a5c95d6bf08d23556aa0,"Bug3916 : Batch Modify tool overwrites branches fields

This was owed to the Item modification construction and the change in GetBranchesLoop behaviour which selects the user branch by default.
Adding a void branch selected
Changing default value to """"

Signed-off-by: Galen Charlton <cbad4aa536c39e963e89269af6cd5196eac32048@gmail.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
danigb/tonal,c1d40c6800e3a6cf0ae52452adeb7f0a9ac8d834,"add chord symbols from ireal pro (#202)

This commit adds chord symbols in the style of the widely used [ireal pro](https://irealpro.com/dwkb/chord-symbols/). Mainly, it adds a ""-"" variant to all minor chords and a ""^"" variant to all major chords. Additionally, I added some missing chords. With these changes, [parsed ireal links](https://felixroos.github.io/blog/ireal-changes/) could be used directly with tonal.",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
guix-mirror/guix,087602b687e28483923643b89490c2fd3b4d908b,"Fix the order of environment variables in `derivation'.

* guix/derivations.scm (derivation)[env-vars-with-empty-outputs]:
  Prepend new environment variables (as expected by Nix), and add them
  to E.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
mitmproxy/mitmproxy,b0b3b19ad644afeb353cf6e02bd4aac61f2774c8,"Extract console dump functionality into an addon

This removes all the code that deals with printing flows to screen from dump.py
into a self-contained addon.

- This fixes a bug - by moving dumping into an
addon, we now dump flows AFTER addon transformation, so we can see the changes
made.
- We get dumping ""for free"" in other places by simply adding the addon. It's
now easy to add dumping to console to mitmweb for debugging and development.
The same goes for external projects that derive from master.
- We also get major benefits in clarity for a frankly hairy part of our
project. Mitmdump is much clearer, and all the hairyness is now isolated for
further refactoring.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,8b0c6d9652a69ebe9d23b4a77abd5da5fc714289,"LayoutTests:

        Updating results for fix:
        http://bugzilla.opendarwin.org/show_bug.cgi?id=6812
        Missing focus ring on new text fields

        * fast/forms/input-appearance-focus-expected.checksum:
        * fast/forms/input-appearance-focus-expected.png:

WebCore:

        Reviewed by Darin.

        - Fixed http://bugzilla.opendarwin.org/show_bug.cgi?id=6812
        Missing focus ring on new text fields

        Tests:
        * fast/forms/input-appearance-focus.html: Updated.

        * rendering/render_object.cpp: (WebCore::RenderObject::paintOutline): 
         call supportsFocusRing instead of checking the appearance.
        * rendering/render_theme.cpp: (khtml::RenderTheme::supportsFocusRing): Added. 
         Checks appearance.  Theme will draw focus ring if there's an appearance, but not for the new text fields.
        * rendering/render_theme.h:



git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@12855 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
onedata/oneclient,97af04125cb605f00cf371cfcb8c03aecea76a10,"Merge pull request #278 in VFS/oneclient from feature/VFS-1657-add-system-update-to-release-dockers to develop

# By Krzysztof Trzepla
# Via Krzysztof Trzepla
* commit '982579665979956911dc99c37475cd7b4981751e':
  VFS-1657 Add system update to release dockers.
  Remove gflags from package build requirements.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
google/closure-compiler,502c7d86817035b003e0c9d92a48934648138eee,"Move nonstandard performance externs into a separate file.

Expose PerformanceNavigation constants on the type as well as the instance.

Add missing type field on PerformanceObserverInit.

Closes https://github.com/google/closure-compiler/pull/3347.

-------------
Created by MOE: https://github.com/google/moe
MOE_MIGRATED_REVID=246195655
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,a8ad3eb498b368e455955dbdd97c5d2665ce5d78,"Roll src/third_party/angle 21e5e85a4976..c1551dc2a7dc (1 commits)

https://chromium.googlesource.com/angle/angle.git/+log/21e5e85a4976..c1551dc2a7dc


git log 21e5e85a4976..c1551dc2a7dc --date=short --no-merges --format='%ad %ae %s'
2018-08-15 till.rathmann@gmx.de D3D11 fix: Mipmapping was used although disabled via Sampler


Created with:
  gclient setdep -r src/third_party/angle@c1551dc2a7dc

The AutoRoll server is located here: https://angle-chromium-roll.skia.org

Documentation for the AutoRoller is here:
https://skia.googlesource.com/buildbot/+/master/autoroll/README.md

If the roll is causing failures, please contact the current sheriff, who should
be CC'd on the roll, and stop the roller if necessary.

CQ_INCLUDE_TRYBOTS=luci.chromium.try:android_optional_gpu_tests_rel;luci.chromium.try:linux_optional_gpu_tests_rel;luci.chromium.try:mac_optional_gpu_tests_rel;luci.chromium.try:win_optional_gpu_tests_rel
TBR=ynovikov@chromium.org

Change-Id: I39589a080b39acdeab50d2a7a07a38b9c1f0e2e7
Reviewed-on: https://chromium-review.googlesource.com/1176241
Reviewed-by: angle-chromium-autoroll <dd7a9d8d36e24d2d37b8a18d4b5ec66e315b0bf3@skia-buildbots.google.com.iam.gserviceaccount.com>
Commit-Queue: angle-chromium-autoroll <dd7a9d8d36e24d2d37b8a18d4b5ec66e315b0bf3@skia-buildbots.google.com.iam.gserviceaccount.com>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#583409}",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
apache/flink,53ed6adac8cbe6b5dcb692dc9b94970f3ec5887c,"[FLINK-4379] [checkpoints] Introduce rescalable operator state

This introduces the Operator State Backend, which stores state that is not partitioned
by a key. It replaces the 'Checkpointed' interface.

Additionally, this introduces CheckpointStateHandles as container for all checkpoint related state handles

This closes #2512
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
dart-lang/sdk,c9e9c1d8e9a187ce3a47adcc1a929479796b97b5,"Remove dart:isolate runtime support in DDC

This disables most runtime features of dart:isolate, similar to dart:io.

For now, this supports `new ReceivePort()` and `ReceivePort.close` as
those are used by async tests to keep the Dart VM alive. Those are
no-ops in DDC. Also removes most of dart:_isolate_helper, except for
the JS API that's used to bootstrap DDC `main()`.

Change-Id: I84eab6cd39d05a70a6afe982e952076ddaaa8c0f
Reviewed-on: https://dart-review.googlesource.com/45754
Commit-Queue: Jenny Messerly <6285f43aa2dd0931180012d62b847adf2c37a418@google.com>
Reviewed-by: Vijay Menon <671ecbb18d31a1c038875027dcfe976af959ea9f@google.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
jon-turney/cygwin-setup,be8736e4bf8e88c24367e6487351fe3e636bc49c,"2006-12-26  Max Bowsher  <maxb1@ukf.net>

	Add a shell script that documents/centralizes the standard configure
	command line.

	* doconfigure: New file.
	* Makefile.am (EXTRA_DIST): Add doconfigure.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,97218a1499391b174ea95e05b7a40fbb73e79813,"[SCSI] libosd: Fix NULL dereference BUG when target is not OSD conformant

Very old OSC's Target had a BUG in the Get/Set attributes where
it was looking in the wrong places for attribute lists length.
If used with the open-osd initiator, the initiator would dereference
a NULL pointer when retrieving system_information attributes.

Checks are added that retrieval of each attribute is successful
before accessing its value.

Signed-off-by: Boaz Harrosh <c7aa24d52dd751aba44a7843602dc14649cc8bce@panasas.com>
Signed-off-by: James Bottomley <407b36959ca09543ccda8f8e06721c791bc53435@HansenPartnership.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
qtproject/qt3d,c6fecd32f8dfe4d72a7f059f83d69e61d5ded64d,"Revert ""Allow for when a Scene3D item switches screens""

This reverts commit 648b7459e8a6ce8ce1f115a14da63d546b743439.

Reason for revert: Introduces QTBUG-82275

Change-Id: I5514ad58707c086eaaab3203773614c939e461e8
Reviewed-by: Mike Krus <cb644b3d7cd7ba3ea0d9c53d7851e41a1e5f9806@kdab.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
apache/jmeter,bba959a66cc7e1804b5d6d21425f37cb8bf5a0f3,"Bug 55597 View Results Tree: Add a search feature to search in recorded samplers
Search feature does not search in response due to problem
Bugzilla Id: 55597

git-svn-id: https://svn.apache.org/repos/asf/jmeter/trunk@1739523 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: f7251ce624eba915ac4a511acff704eea14c11d4",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
chromium/chromium,c78ef2d87fc4f97b31e45891fa1ff84abad77e21,"WebUI: Explicitly support commented out HTML imports in polymer.py.

polymer_modulizer() will process a commented out HTML import
statement and convert it to a non-commented JS import statement.
For example:

<!-- <link rel=""import"" href=""bar.html""> -->
will become
import './bar.m.js';

Note this CL is only adding new test cases, as the feature itself
was already (accidentally) working.

This feature is meant to be leveraged in cases where an HTML import
does not actually exist in the Polymer2 version of the code, which is
happening for some files in FilesApp's case.

Fixed: 1152687
Change-Id: Id3a38a1753bdb4a0e7edbfb8d4deacc542d1c489
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2560805
Reviewed-by: Rebekah Potter <d3fa462b5af7bedecb31c9641c08373f0b7e8c42@chromium.org>
Reviewed-by: Luciano Pacheco <b1faf28ae0b62d7b493b12f473a3c33b236f9db4@chromium.org>
Auto-Submit: dpapad <5fc99dc5a589535ee93f374a9f7df4a885d5f265@chromium.org>
Commit-Queue: dpapad <5fc99dc5a589535ee93f374a9f7df4a885d5f265@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#832292}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
zynaddsubfx/zynaddsubfx,6883c6b40296752abb19d23508c95381d7039e5d,"Integrate cxxtest into cmake. Implement a test for adnote
Squashed commit of the following:

commit 5f4bd5ea3a438449eb1ba4fdb84d84c5ce9b1413
Merge: f47e1a1... 8ed16ff...
Author: Harald Hvaal <harald.hvaal@gmail.com>
Date:   Tue Jul 21 08:56:05 2009 +0900

    Merge branch 'cxxTesting' of ssh://metellius@zynaddsubfx.git.sourceforge.net/gitroot/zynaddsubfx into cxxTesting

commit 8ed16ff6440d72dff059b41e9a65e460c026bb2d
Author: fundamental <mark.d.mccurry@gmail.com>
Date:   Mon Jul 20 19:20:35 2009 -0400

    Fixed linker errors with CTest

commit f14902e22d437c76bdd66bdc75b517ed112c038f
Merge: 3820540... b44d7e0...
Author: fundamental <mark.d.mccurry@gmail.com>
Date:   Mon Jul 20 18:30:53 2009 -0400

    Merge branch 'experimental' into cxxTesting

    Conflicts:
    	src/Synth/CMakeLists.txt

commit f47e1a1f49f7ba789473291e7d947f9a578464c2
Author: Harald Hvaal <harald.hvaal@gmail.com>
Date:   Mon Jul 20 23:19:27 2009 +0900

    expanding the adnotetest to work

commit 382054046d9a6a37e14f70b8675b7e6de247439d
Author: Harald Hvaal <harald.hvaal@gmail.com>
Date:   Sun Jul 19 12:41:27 2009 +0900

    Adding cxx testing. still a few linker errors. help me out here, mark?
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
tprrt/linux-stable,1d3ac27801e51ca919ba78350d0b0079ceb1a39b,"media: staging: rkisp1: replace the call to v4l2_async_notifier_parse_fwnode_endpoints_by_port

don't call 'v4l2_async_notifier_parse_fwnode_endpoints_by_port'
in order to register async subdevices. Instead call
'v4l2_fwnode_endpoint_parse' to parse the remote endpoints
and then register each async subdev with
'v4l2_async_notifier_add_fwnode_remote_subdev'

Also remove the relevant item in the TODO file

Signed-off-by: Dafna Hirschfeld <b09fe6344c0877602cc28a794e93b7f85fa60384@collabora.com>
Acked-by: Helen Koike <fd1649cbce608ce0dd0f1c51d26981f9078d5c6c@collabora.com>
Signed-off-by: Hans Verkuil <042df2488f7f408699dbee1cc515f981d5eacdd0@xs4all.nl>
Signed-off-by: Mauro Carvalho Chehab <f2ebe58a0c53ffe67b24ee0fd0a21780efdbc03e@kernel.org>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
AndroidX/androidx,ce41ced42a387137689d6b12c9c1132645243105,"Implement Focus Manager

FocusManager/FocusNode/FocusScopeNode provides an abstract focus tree
and it's management.

Bug: 113819017
Test: ./gradlew ui-port:test
Change-Id: I118b40da72636a25e17a0eb663b2897b1b5b1579
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,a94584c2899d3ae8266f8c264ab4fd1b12c578b5,"Update user manager icons to SVG

BUG=505953

Review URL: https://codereview.chromium.org/1234103003

Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#339157}
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
jepler/linuxcnc-mirror,75d4948653c7249960a272684b6f6484a3d0e7c3,"Give HAL interfaces to all IO pins, not just the full GPIOs.  IO pins
used by active module instances have restricted interfaces.

Improved IO Port handling.  Support open-drain pins.

Updated README to reflect reality.

Report firmware timestamp when loading.

Improved config string parsing.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
guix-mirror/guix,f0bb2662bb05625042094e124521197c5f43505e,"guix import stackage: Default to LTS version that matches GHC.

In particular, this means that 'guix lint' won't warn to update to
versions that won't necessarily fit our package set well.

* guix/import/stackage.scm (%stackage-url): Change to ""https"",
avoiding redirect log messages.
(%default-lts-version): New variable.
(stackage-lts-info-fetch, stackage->guix-package,
latest-lts-release): Use it.
(lts-info-ghc-version): Remove unused procedure.

Signed-off-by: Timothy Sample <d9bb79717395b455040e758016534403ffbb7e86@ngyro.com>
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
Peergos/Peergos,6ea618daf5e87b669f94b712bd3f9ab225136e85,"Restore reproducible builds

This add a Java util to canonicalise timestamps in a jar, which is run
directly as a single Java source file
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
consulo/consulo,ac487ed43d78fc75e42d9a02c60bd7e1a324a12d,"[vcs] IDEA-97913 ""Cherry-pick -> Create patch task doesn't end""

The bug was because the CommitResultHandler was called only for the
default commit dialog action (commit), but not for custom executors.

Notify the CommitResultHandler after CommitExecutor completes.
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
facebook/buck,fc018038fbe576e318a215be714c6da898903aaf,"Add example of how to use query macro

Summary:
- Add an example of using the `$(query_targets ...)` macro.
- Remove non-working examples.
- Link to our cross-platform code sample at GitHub, which I modified to come up with this example.

Reviewed By: styurin

fbshipit-source-id: f81f5a5843
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
symfony/Translation,3ef56b2427a3d96ed5488d6c8066b58aaf632053,"feature #30909 [Translator] Add comments when dumping po files (deguif)

This PR was merged into the 4.3-dev branch.

Discussion
----------

[Translator] Add comments when dumping po files

| Q             | A
| ------------- | ---
| Branch?       | master
| Bug fix?      | no
| New feature?  | yes
| BC breaks?    | no
| Deprecations? | no
| Tests pass?   | ?    <!-- please add some, will be required by reviewers -->
| Fixed tickets | #29962
| License       | MIT
| Doc PR        |

This code
```php
$catalogue = new MessageCatalogue('fr');
$dumper = new PoFileDumper();

$catalogue->set('key.one', 'First key', 'custom');
$catalogue->setMetadata('key.one', ['sources' => 'src/file_1', 'comments' => 'Comment', 'flags' => 'fuzzy'], 'custom');

$catalogue->set('key.second', 'Second key', 'custom');
$catalogue->setMetadata('key.second', ['sources' => ['src/file_1', 'src/file_2'], 'comments' => ['Comment 1', 'Comment 2'], 'flags' => ['fuzzy', 'another']], 'custom');

$dumper->dump($catalogue, [
    'path' => 'xxx',
]);
```

Will produces this output:
```
msgid """"
msgstr """"
""Content-Type: text/plain; charset=UTF-8\n""
""Content-Transfer-Encoding: 8bit\n""
""Language: fr\n""

# Comment
#, fuzzy
#: src/file_1
msgid ""key.one""
msgstr ""First key""

# Comment 1
# Comment 2
#, fuzzy,another
#: src/file_1 src/file_2
msgid ""key.second""
msgstr ""Second key""
```

Commits
-------

31b3a55787 Add comments when dumping po files
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
systemd/systemd-stable,ef8a2bf6484bb0f82248ceb10a55509a93d82c6b,"udev: static nodes - fix default permissions if no rules is given

<falconindy> kay: just curious -- it looks like nodes created by udev from
  modules.devname all have 000 perms, and there's nothing in udev that attempts
  to change this. is it intended?
<falconindy> c---------   1 root root     10, 223 Jul  1 23:10 uinput
<kay> falconindy: we might miss the default of 0600
<falconindy> seems like it
<kay> falconindy: stuff that has a rule works i guess
<kay> falconindy: i'll add the 0600 now
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
google/llvm-propeller,7faa60c406e501d4b78f1355a89de68023d78381,"llvm-lto2: Move the LTO::run() action behind a subcommand.

Move LTO::run() to a ""run"" subcommand so that we can introduce new subcommands
for testing different parts of the LTO implementation.

This doesn't use llvm::cl subcommands because it doesn't appear to be currently
possible to pass an argument not associated with a subcommand to a subcommand
(e.g. -lto-use-new-pm, -mcpu=yonah).

Differential Revision: https://reviews.llvm.org/D31410

llvm-svn: 299967
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
sio2project/oioioi,3d8092b8c391f55a62778272151a5ecdcf791fd3,"SIO-2281 Remove module prizes

Change Version to 40.
Add info to UPGRADING.rst.

Change-Id: I339ad6b81e5afaa350efed2fb88826fa70f61189
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
openstack/magnum,faa9e90402bcf78acdd166198fff9612fa8be81c,"[k8s] allow enabling kubernetes cert manager api

Add a new label 'cert_manager_api' to kubernetes clusters controlling the
enable/disable of the kubernetes certificate manager api.

The same cluster cert/key pair is used by this api. The heat agent is used
to install the key in the master node(s), as this is required for kubernetes
to later sign new certificate requests.

The master template init order is changed so the heat agent is launched
previous to enabling the services - the controller manager requires the CA key
to be locally available before being launched.

Change-Id: Ibf85147316e3a194d8a3f92cbb4ae9ce8e16c98f
Partial-Bug: #1734318
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
GNOME/evince,4d52dc2a23a39d9a495b53d84a6ad1adabe3ba9c,"Updated Thai translation.

2009-02-17  Theppitak Karoonboonyanan  <thep@linux.thai.net>

	* th.po: Updated Thai translation.


svn path=/trunk/; revision=3475
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
facebookexperimental/eden,51d851c20a468698f12e9d5003e28f14bba61241,"dagop: handle wdir() in dagrange expressions

Summary:
Using `wdir()` in dagrange expressions (e.g. `master::wdir()`) causes Mercurial
to crash with `IndexError: head out of range`.  This is because the dagrange
operations can't use the wdir rev number as it is out of range for the
changelog.

Instead, modify the revisions that we are passing in to calculate the matching
revs, and add the wdirrev at the last moment if appropriate.

Reviewed By: ryanmce

Differential Revision: D8592129

fbshipit-source-id: 8742cb72c22d1ba26f5d03f9fcf56bfdb785c25a
",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
nwjs/chromium.src,3d3f1d048253c22f8f3b61b99294517215b07aea,"WebCore:

2009-04-03  Sam Weinig  <sam@webkit.org>

        Reviewed by Anders Carlsson.

        Fix for https://bugs.webkit.org/show_bug.cgi?id=22081
        <rdar://problem/6346030>
        Don't allow overriding the return value of window.location.

        Tests: fast/dom/Window/Location/location-override-toString-on-proto-using-defineGetter.html
               fast/dom/Window/Location/location-override-toString-on-proto-using-with.html
               fast/dom/Window/Location/location-override-toString-on-proto.html
               fast/dom/Window/Location/location-override-toString-using-defineGetter.html
               fast/dom/Window/Location/location-override-toString-using-with.html
               fast/dom/Window/Location/location-override-toString.html
               fast/dom/Window/Location/location-override-valueOf-on-proto-using-defineGetter.html
               fast/dom/Window/Location/location-override-valueOf-on-proto-using-with.html
               fast/dom/Window/Location/location-override-valueOf-on-proto.html
               fast/dom/Window/Location/location-override-valueOf-using-defineGetter.html
               fast/dom/Window/Location/location-override-valueOf-using-with.html
               fast/dom/Window/Location/location-override-valueOf.html
               fast/dom/Window/Location/window-override-location-using-defineGetter.html
               fast/dom/Window/Location/window-override-window-using-defineGetter.html
               fast/dom/Window/Location/window-shadow-location-using-js-object-with-toString.html
               fast/dom/Window/Location/window-shadow-location-using-string.html
               fast/dom/Window/Location/window-shadow-window-using-js-object-with-location-field.html

        * bindings/js/JSDOMWindowCustom.cpp:
        (WebCore::JSDOMWindow::defineGetter):
        * bindings/js/JSLocationCustom.cpp:
        (WebCore::JSLocation::customPut):
        (WebCore::JSLocation::defineGetter):
        (WebCore::JSLocationPrototype::customPut):
        (WebCore::JSLocationPrototype::defineGetter):
        * bindings/scripts/CodeGeneratorJS.pm:
        * page/Location.idl:

LayoutTests:

2009-04-03  Sam Weinig  <sam@webkit.org>

        Reviewed by Anders Carlsson.

        Tests for https://bugs.webkit.org/show_bug.cgi?id=22081
        <rdar://problem/6346030>
        Don't allow overriding the return value of window.location.

        * fast/dom/Window/Location: Added.
        * fast/dom/Window/Location/location-override-toString-expected.txt: Added.
        * fast/dom/Window/Location/location-override-toString-on-proto-expected.txt: Added.
        * fast/dom/Window/Location/location-override-toString-on-proto-using-defineGetter-expected.txt: Added.
        * fast/dom/Window/Location/location-override-toString-on-proto-using-defineGetter.html: Added.
        * fast/dom/Window/Location/location-override-toString-on-proto-using-with-expected.txt: Added.
        * fast/dom/Window/Location/location-override-toString-on-proto-using-with.html: Added.
        * fast/dom/Window/Location/location-override-toString-on-proto.html: Added.
        * fast/dom/Window/Location/location-override-toString-using-defineGetter-expected.txt: Added.
        * fast/dom/Window/Location/location-override-toString-using-defineGetter.html: Added.
        * fast/dom/Window/Location/location-override-toString-using-with-expected.txt: Added.
        * fast/dom/Window/Location/location-override-toString-using-with.html: Added.
        * fast/dom/Window/Location/location-override-toString.html: Added.
        * fast/dom/Window/Location/location-override-valueOf-expected.txt: Added.
        * fast/dom/Window/Location/location-override-valueOf-on-proto-expected.txt: Added.
        * fast/dom/Window/Location/location-override-valueOf-on-proto-using-defineGetter-expected.txt: Added.
        * fast/dom/Window/Location/location-override-valueOf-on-proto-using-defineGetter.html: Added.
        * fast/dom/Window/Location/location-override-valueOf-on-proto-using-with-expected.txt: Added.
        * fast/dom/Window/Location/location-override-valueOf-on-proto-using-with.html: Added.
        * fast/dom/Window/Location/location-override-valueOf-on-proto.html: Added.
        * fast/dom/Window/Location/location-override-valueOf-using-defineGetter-expected.txt: Added.
        * fast/dom/Window/Location/location-override-valueOf-using-defineGetter.html: Added.
        * fast/dom/Window/Location/location-override-valueOf-using-with-expected.txt: Added.
        * fast/dom/Window/Location/location-override-valueOf-using-with.html: Added.
        * fast/dom/Window/Location/location-override-valueOf.html: Added.
        * fast/dom/Window/Location/resources: Added.
        * fast/dom/Window/Location/resources/location-tests-functions.js: Added.
        (normalizeURL):
        * fast/dom/Window/Location/resources/pass.html: Added.
        * fast/dom/Window/Location/resources/window-shadow-location-using-js-object-with-toString-iframe.html: Added.
        * fast/dom/Window/Location/resources/window-shadow-location-using-string-iframe.html: Added.
        * fast/dom/Window/Location/window-override-location-using-defineGetter-expected.txt: Added.
        * fast/dom/Window/Location/window-override-location-using-defineGetter.html: Added.
        * fast/dom/Window/Location/window-override-window-using-defineGetter-expected.txt: Added.
        * fast/dom/Window/Location/window-override-window-using-defineGetter.html: Added.
        * fast/dom/Window/Location/window-shadow-location-using-js-object-with-toString-expected.txt: Added.
        * fast/dom/Window/Location/window-shadow-location-using-js-object-with-toString.html: Added.
        * fast/dom/Window/Location/window-shadow-location-using-string-expected.txt: Added.
        * fast/dom/Window/Location/window-shadow-location-using-string.html: Added.
        * fast/dom/Window/Location/window-shadow-window-using-js-object-with-location-field-expected.txt: Added.
        * fast/dom/Window/Location/window-shadow-window-using-js-object-with-location-field.html: Added.
        * http/tests/security/cross-frame-access-location-put-expected.txt:



git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@42218 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,12_may_2021_mp_not_adaptive_commits_batch_1
