repo_name,commit,message,Is_Core_Bug,Is_Corrective,Justification,Certain,Comment,Sampling
colinsc/koha,a0e61d8c3e94f2b9e990cc2b60668187047b24bb,"Bug 22594: Validate SMS messaging numbers using the E.164 format

Many SMS messaging services reject numbers that do not conform to the E.164 international public telecommunication
numbering plan.

We already tell patrons on the OPAC ""Please enter numbers only. (123) 456-7890 would be entered as 1234567890.""
but we do not enforce this. We should be validating the patron's SMS number on both the staff side and the patron
self-service for updating the SMS number.

Test plan:
1) Apply this patch
2) Enable SMS message ( you can set to Email to enable )
3) Test entering and updating SMS numbers on the OPAC and staff
   interfaces.
4) Note you can only enter a 1 to 14 digit number with an optional + sign
   at the beginning ( used to indicate the number includes a country calling code )

Signed-off-by: Liz Rea <wizzyrea@gmail.com>

Signed-off-by: Josef Moravec <josef.moravec@gmail.com>

Signed-off-by: Nick Clemens <75ef9faee755c70589550b513ad881e5a603182c@bywatersolutions.com>
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,7ecce75fc3c52590950bc5e68eac0f00e50e8ce4,"sunrpc: Fix xdr_init_decode_pages() documenting comment

Clean up.

Signed-off-by: Chuck Lever <e7d8216bf9b1956703857d0050bd04192118f43d@oracle.com>
Signed-off-by: Anna Schumaker <5381043123508d4eed62c465c7c46f2f193a2767@Netapp.com>
",,,,,,12_may_2021_mp_not_corrective_commits
vinriviere/m68k-atari-mint-binutils-gdb,1e5b66ed4285ecf063e7801a46178ebb0ce5be41,"linux-waitpid: Get rid of format string warning

Clang gives this warning:

/home/emaisin/src/binutils-gdb/gdb/gdbserver/../nat/linux-waitpid.c:45:25: error: format string is not a string literal [-Werror,-Wformat-nonliteral]
      vfprintf (stderr, format, args);
                        ^~~~~~

Get rid of it by adding ATTRIBUTE_PRINTF.

gdb/ChangeLog:

	* nat/linux-waitpid.c (linux_debug): Add ATTRIBUTE_PRINTF.
",,,,,,12_may_2021_mp_not_corrective_commits
SharePoint/sp-dev-fx-webparts,df2648f8f48a4a16ef94951f6fad14b63105a48e,"Improvements to react-search-refiner web part (#589)

* Added weburl/siteurl tokens
Added getUrlField helper method
Changed property pane settings headers/grouping
Updated ouifr version to v5.118.0
Updated handlebar helper to v0.8.4
Updated readme

* Added webpack-bundle-analyzer

* Fixed ouifr static references to limit bundle size
",,,,,,12_may_2021_mp_not_corrective_commits
couchbase/ns_server,4e3cfd384c3a8716bc077644c200795d7adbe356,"validate bucket port against other well known used ports.Bug 2469

Change-Id: I0e02a0b459f8df15b21f13a156c085b295ec87d6
Reviewed-on: http://review.northscale.com/2988
Tested-by: Aliaksey Kandratsenka <340b8e09ca65cd3fc686427fcfed17e87eaf61e2@gmail.com>
Reviewed-by: Sean Lynch <9c3328a4a1f4f8f5c18b2d5b9057163c49b93ff3@literati.org>
",,,,,,12_may_2021_mp_not_corrective_commits
apache/spark,362ee93296a0de6342b4339e941e6a11f445c5b2,"logging improvements

## What changes were proposed in this pull request?
Adding additional information to existing logging messages:
  - YarnAllocator: log the executor ID together with the container id when a container for an executor is launched.
  - NettyRpcEnv: log the receiver address when there is a timeout waiting for an answer to a remote call.
  - ExecutorAllocationManager: fix a typo in the logging message for the list of executors to be removed.

## How was this patch tested?
Build spark and submit the word count example to a YARN cluster using cluster mode

Author: Juan Rodriguez Hortala <hortala@amazon.com>

Closes #17411 from juanrh/logging-improvements.
",,,,,,12_may_2021_mp_not_corrective_commits
chromium/chromium,f7417f0af960c35f9fc3c5ff89889442e3ac6a82,"Remove unneeded protobuf_full whitelisting for catapult.

Turns out we don't need this.

Bug: chromium:1029452
Change-Id: I06d3e22209facecbdfe94dfe7e9c1974f92aea74
Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2096585
Commit-Queue: Patrik Höglund <b486136ee68458b09c92c86c39f451c87d6ef6a1@chromium.org>
Commit-Queue: Peter Kasting <af2833f195af96c34185f741f3f4394197a8590f@chromium.org>
Auto-Submit: Patrik Höglund <b486136ee68458b09c92c86c39f451c87d6ef6a1@chromium.org>
Reviewed-by: Peter Kasting <af2833f195af96c34185f741f3f4394197a8590f@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#749104}
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,db7cd91a4be15e1485d6b58c6afc8761c59c4efb,"net: ipv6: fix kconfig dependency warning for IPV6_SEG6_HMAC

When IPV6_SEG6_HMAC is enabled and CRYPTO is disabled, it results in the
following Kbuild warning:

WARNING: unmet direct dependencies detected for CRYPTO_HMAC
  Depends on [n]: CRYPTO [=n]
  Selected by [y]:
  - IPV6_SEG6_HMAC [=y] && NET [=y] && INET [=y] && IPV6 [=y]

WARNING: unmet direct dependencies detected for CRYPTO_SHA1
  Depends on [n]: CRYPTO [=n]
  Selected by [y]:
  - IPV6_SEG6_HMAC [=y] && NET [=y] && INET [=y] && IPV6 [=y]

WARNING: unmet direct dependencies detected for CRYPTO_SHA256
  Depends on [n]: CRYPTO [=n]
  Selected by [y]:
  - IPV6_SEG6_HMAC [=y] && NET [=y] && INET [=y] && IPV6 [=y]

The reason is that IPV6_SEG6_HMAC selects CRYPTO_HMAC, CRYPTO_SHA1, and
CRYPTO_SHA256 without depending on or selecting CRYPTO while those configs
are subordinate to CRYPTO.

Honor the kconfig menu hierarchy to remove kconfig dependency warnings.

Fixes: bf355b8d2c30 (""ipv6: sr: add core files for SR HMAC support"")
Signed-off-by: Necip Fazil Yildiran <f5bd04075840ff04756bd4cdad79e2d1a5f9ce65@gmail.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",,,,,,12_may_2021_mp_not_corrective_commits
grivet/dpdk,4ac16f77f02e43f4ec018dbaa89c085faa4f3ed0,"igbvf: convert to use of PMD_REGISTER_DRIVER and fix linking

Convert the igbvf pmd driver to use the PMD_REGISTER_DRIVER macro.
This means that the test applications now have no reference to the igbvf library
when building DSO's and must specify its use on the command line with the -d
option.  Static linking will still initalize the driver automatically.

Signed-off-by: Neil Horman <3316dc2d77df57653443c0391a5296176d6ca9c3@tuxdriver.com>
Acked-by: Thomas Monjalon <ee2fa8b2681c737f775687e475dcbf2028a412f1@6wind.com>
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,d0221b46d5c6e4cfc319f0908254f8476e0e11c9,"Fix a signed vs. unsigned warning.

* runtime/ArgList.cpp:
(JSC::MarkedArgumentBuffer::slowAppend):
Cast inlineCapacity to an int to appease the warning. This is known OK
since inlineCapacity is defined to be 8.



git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@102549 bbb929c8-8fbe-4397-9dbb-9b2b20218538",,,,,,12_may_2021_mp_not_corrective_commits
symfony/symfony,fc8a1ac592c083979c39237baf80da9c0a71b54c,"minor #37809 [Notifier] add doc for free mobile dsn (noniagriconomie)

This PR was merged into the 5.2-dev branch.

Discussion
----------

[Notifier] add doc for free mobile dsn

| Q             | A
| ------------- | ---
| Branch?       | master (maybe 5.1 ? it is only code doc)
| Bug fix?      | no
| New feature?  | no
| Deprecations? | no
| Tickets       | Fix https://github.com/symfony/symfony-docs/pull/13600#issuecomment-621086377
| License       | MIT
| Doc PR        |

Improve readme according to the linked comment
I've taken info of my original PR https://github.com/symfony/symfony/pull/35690 (with some rewrite)

Also the package was renamed, fixing the doc here https://github.com/symfony/symfony-docs/pull/14057

Commits
-------

eb067ed58e [Notifier] add doc for free mobile dsn
",,,,,,12_may_2021_mp_not_corrective_commits
Teradata/covalent,5b8e571527a37409b4a2ddc9720a596a9c27212e,"feat(covalent-tools): move in covalent-tools configs (#1512)

* feat(covalent-tools): move in covalent-tools

* refactor(prettier): run prettier

* docs(configs): fix paths
",,,,,,12_may_2021_mp_not_corrective_commits
andialbrecht/sqlparse,1c3f9291f4b79df410947b6410c88077d5162a22,"Fix PendingDeprecationWarning on Python 3.5.

Avoid ""PendingDeprecationWarning: generator
'group_identifier.<locals>._consume_cycle' raised StopIteration.""
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,12b055662ac6216c518d7ec09bf2f7d75435015c,"[media] s5p-jpeg: Initialize jpeg_addr fields to zero

JPEG codecs on Exynos4 and Exynos3250 SoCs utilize different number
of planes for storing the raw image data, depending on the format
of the image being processed. For the unused planes a random data
was being written to the related registers. Regardless of the fact
that this seemed not to be harmful, fix the issue for clarity reasons.

Reported-by: Andrzej Pietrasiewicz <0bcd4dade8bc9135441847460b651a5ef589ec79@samsung.com>
Signed-off-by: Jacek Anaszewski <6a953cb1c532e2765a42e582ecefff5a01106214@samsung.com>
Signed-off-by: Sylwester Nawrocki <1ca386fdc5066df13f7236f0837f22126191d06b@samsung.com>
Signed-off-by: Mauro Carvalho Chehab <ad86ba2154032c9f55743a190faa2459a9d61d42@osg.samsung.com>
",,,,,,12_may_2021_mp_not_corrective_commits
cilium-team/cilium,d0e9c7724d9d7d73fc329467b19f81d0281ef8a8,"docs: Fix ipvlan iptables-free gsg

Disable L7 proxy, as otherwise cilium will panic due to
""--install-iptables-rules"" set to false.

Signed-off-by: Martynas Pumputis <6b0d31c0d563223024da45691584643ac78c96e8@lambda.lt>
",,,,,,12_may_2021_mp_not_corrective_commits
toggl/mobileapp,a614d16ac5ee077402bbc7dfd84c4f06e4f17f19,":construction: Refactoring of Pull sync states using composition (#2313)

* :construction: Update data sources

* :construction: Split persist state into several classes

* :construction: Update pull sync factory

* :white_check_mark: Split tests into several classes

* :white_check_mark: :lipstick:

* :see_no_evil: Fix bad merging

* :lipstick: Simplify the code a bit

* :construction: Hide internal state results

* :white_check_mark: Add tests
",,,,,,12_may_2021_mp_not_corrective_commits
fberst/xcsoar,94c406b67f5db34dc4631d9dbbeb77c245700fd5,"Thread/Local: cast to size_t, not long

A ""long"" has only 32 bits on WIN64, and is smaller than a pointer.
The warning that was supposed to be fixed by the intermediate ""long""
cast reoccurs.
",,,,,,12_may_2021_mp_not_corrective_commits
roqua/physiqual.com,f3f9b33067fe9bca4d9738c333c1c7be3ccc37e5,"[Security] Bump rails from 4.2.10 to 4.2.11

Bumps [rails](https://github.com/rails/rails) from 4.2.10 to 4.2.11. **This update includes security fixes.**
- [Release notes](https://github.com/rails/rails/releases)
- [Commits](https://github.com/rails/rails/compare/v4.2.10...v4.2.11)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",,,,,,12_may_2021_mp_not_corrective_commits
HubSpot/Singularity,9ce5f945d9a41b274ddab25ea48929ce9fa9db5c,"Fix issues from code review

In particular, it changes a handful of phrasing issues on the UI and
reorganizes how the data is stored in zk. In particular, rather than
single node which contains an array as children, it now has a main node
whose (empty) children represent the hosts that have been deactivated.
There is now an additional method which simply checks whether a host is
active. This allows the query to zk to be deferred until it actually
receives an offer that reveals a new slave.
",,,,,,12_may_2021_mp_not_corrective_commits
catapult-project/catapult,ab94994f439898f0b0f25c91d1677aa3bbc4285c,"Split HistogramGrouping to its own file.

Just cleaning up to make it easier to modify groupings.
No functional changes.

BUG=catapult:#3507

Review-Url: https://codereview.chromium.org/2981493002
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,cfe1a37dd449a5f7cd3a1246bac800f54d7b01c3,"[Local Media Casting] Added UMA logging for the media container format of a cast file.

BUG=721802

Review-Url: https://codereview.chromium.org/2970453002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#483793}
",,,,,,12_may_2021_mp_not_corrective_commits
groonga/groonga,53922f0e1ba9fa65918c6c594f734c06e1db0fb6,"doc groonga-httpd: fix wrong context

groonga_log_path and groonga_log_level can be also specified in http
and server contexts. See

    NGX_HTTP_MAIN_CONF|NGX_HTTP_SRV_CONF|NGX_HTTP_LOC_CONF|NGX_CONF_TAKE1

lines in

    { ngx_string(""groonga_log_level""),
      NGX_HTTP_MAIN_CONF|NGX_HTTP_SRV_CONF|NGX_HTTP_LOC_CONF|NGX_CONF_TAKE1,
      ngx_http_groonga_conf_set_log_level_slot,
      NGX_HTTP_LOC_CONF_OFFSET,
      0,
      NULL },

    { ngx_string(""groonga_cache_limit""),
      NGX_HTTP_MAIN_CONF|NGX_CONF_TAKE1,
      ngx_conf_set_size_slot,
      NGX_HTTP_LOC_CONF_OFFSET,
      offsetof(ngx_http_groonga_loc_conf_t, cache_limit),
      NULL },

Descriptions of them should be also updated.
",,,,,,12_may_2021_mp_not_corrective_commits
scenerygraphics/scenery,1d92a4d9bb29b7f6a5c349b0a8e8aefd257b38fc,"Merge pull request #265 from scenerygraphics/volume-repeat-fix

This PR fixes:

* Volume: Texture would be repeated in Z direction, instead of being clamped
* OpenGLRenderer: Does not heed depth test mode specified in `Material.depthTest`",,,,,,12_may_2021_mp_not_corrective_commits
beaker-project/beaker,8dd3c6ea5777fadde1bc1154ff35ab9afaff89f0,"enable chrony services in %post, instead of using 'services' command

We're already disabling/enabling clock sync services in %post at the
moment, so this just centralises it all to there. This also removes some
variation between templates, and additionally allows users/admins to add
their own 'services' command to their kickstart without interfering.

Bug: 1070597
Change-Id: I6b49ef3eeab2347077c9ebbbb26539c43b0f2768
",,,,,,12_may_2021_mp_not_corrective_commits
bazelbuild/bazel-toolchains,d004e5d6cf73ce4eecc2d5e23b2467faa7c02e4e,"Make java_home optional in rbe_autoconfig (#360)

* Make java_home optional in rbe_autoconfig

Not specifying java_home and specifying a container with a blank
java_home or explicitly specifying a blank java_home attribute results
in skipping over java config generation.

* Use boolean var to indicate whether to generate java configs

* buildifier

* Add error check
",,,,,,12_may_2021_mp_not_corrective_commits
apache/jmeter,e206b8b7145e8a97099ab48ae874436166a59501,"Fixed several JavaDoc warnings (mostly due to the removal of the AbstractModifierGui).
Removed two unused methods from MenuFactory (unused due to the removal of the AbstractModifierGui).


git-svn-id: https://svn.apache.org/repos/asf/jakarta/jmeter/trunk@323262 13f79535-47bb-0310-9956-ffa450edef68

Former-commit-id: 064e878cde22f3d40cdf4d960d29f896f0d2210a",,,,,,12_may_2021_mp_not_corrective_commits
btrplace/scheduler,ddb5670e6dab2c2c05cd88750e736b706c7c6b03,"Bug fix in the simulator, tooling and cosmetic.

- The simulator forgot to activate the VM once migrated
- cosmetic changes in the testing environment.
",,,,,,12_may_2021_mp_not_corrective_commits
mozilla-services/tecken,055f6830c902abd76ecccdea376a539282adebfc,"bug 1564452: Convert upload_archive to use .exists

Use StorageBucket.exists() in upload_archive to check for bucket
existence, which handles API exceptions that signify missing buckets,
and raises other exceptions. There is still code to setup
backend-specific clients, needed by upload_file_upload, until
StorageBucket grows some additional APIs.
",,,,,,12_may_2021_mp_not_corrective_commits
PlayFab/SDKGenerator,9603865b90241eda4188c2b3648e66961a140f08,"Adding support for lambda callbacks in Cocos

Summary:
Adding support for lambda callbacks in Cocos
https://playfabhelp.zendesk.com/agent/tickets/5145
fixes T2116
(for cocos only, we'll do Windows later)

Test Plan: Jenker!

Reviewers: #devtools_in-progress, Marco.Williams

Reviewed By: #devtools_in-progress, Marco.Williams

Maniphest Tasks: T2116

Differential Revision: https://phab.playfabdev.com/D2302
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,5924d40958dfc2b8996fbf788a9d58e411a6db71,"drm/panfrost: Add cache/TLB flush before switching address space

It's not entirely clear if this is required, but add a flush of GPU caches
and TLBs before we change an address space to new page tables.

Fixes: 7282f7645d06 (""drm/panfrost: Implement per FD address spaces"")
Cc: Tomeu Vizoso <8b6d03f77639b596ee6a2bb7aebb412be798513b@collabora.com>
Cc: David Airlie <f2295d84e358395675bc8031be58672073ae065e@linux.ie>
Cc: Daniel Vetter <3d0f3b9ddcacec30c4008c5e030e6c13a478cb4f@ffwll.ch>
Signed-off-by: Rob Herring <fbb37eacae100e13076d5c4b46f06cfa4d6fa9f8@kernel.org>
Acked-by: Alyssa Rosenzweig <f464ae820bbc3d32045ebe0b6ab93746c20733e8@collabora.com>
Reviewed-by: Robin Murphy <4f9c5a5cfa819e47d69719a414c02aa6016a9f54@arm.com>
Reviewed-by: Steven Price <6247da78263cecd8c03378dd6dd4cad1226c0ae9@arm.com>
Link: https://patchwork.freedesktop.org/patch/msgid/20190826223317.28509-7-fbb37eacae100e13076d5c4b46f06cfa4d6fa9f8@kernel.org
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,1e3a06dae9867f5203664e6bfe4273794ffa6a7d,"Move DOM conformance tests to dom/legacy_dom_conformance/, part 5/N.

This CL has no behaivor changes.

BUG=685886
TBR=kochi@chromium.org

Review-Url: https://codereview.chromium.org/2674833002
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#447965}
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,1b7fa9edfe15a60ad81a6e80d5b6c0c9e8ae5380,"[webauthn] Create caBLE Win Feature Flag

This change adds a feature flag for caBLE for Windows and disables it
by default.

Bug: 821766, 837088
Change-Id: I2f87be1854a3fc64d23c9a0493eaecf0ee73668b
Reviewed-on: https://chromium-review.googlesource.com/1187146
Commit-Queue: Balazs Engedy <00c50698141689108ff274ce7dee1b641f70b337@chromium.org>
Reviewed-by: Jochen Eisinger <a43c420013ca055cc92ab03cc74d6f3bd5524c38@chromium.org>
Reviewed-by: Balazs Engedy <00c50698141689108ff274ce7dee1b641f70b337@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#585821}",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,a672c47b362dba0781eb1fbb396ac702c35f39c9,"Update LocalState pyauto calls  to work without first browser window

Update pyauto calls GetLocalStatePrefsInfo/SetLocalStatePrefs so that it does
not require first browser window to be present.

This is so that it can be used at chromeos login screen (when first browser
window is not up)

BUG=None
TEST=None

Review URL: http://codereview.chromium.org/8431014

git-svn-id: de016e52bd170d2d4f2344f9bf92d50478b649e0@108125 0039d316-1c4b-4281-b951-d872f2087c98
",,,,,,12_may_2021_mp_not_corrective_commits
libvirt/libvirt,087de2f5a3dffb27d2eeb0c50a86d5d6984e5a5e,"docs: formatdomain: fix spacing before parentheses

Multiple cputune elements specified microseconds as the unit
without putting a space before the parenthesis.

There were also other occurrences.

Signed-off-by: Ján Tomko <4cab11cfb98d3c937327354a78eb07dbb6ee2bc6@redhat.com>
",,,,,,12_may_2021_mp_not_corrective_commits
cockpit-project/cockpit,a748199e1ca8af1967be21f791c22be5219c1c9b,"common: Don't send Content-Length for 304 HTTP responses

This is the 'Not Modified' error code.

Reviewed-by: Marius Vollmer <bb11c6e942c5cc765df5f04da146b3198127a7a3@redhat.com>
",,,,,,12_may_2021_mp_not_corrective_commits
wbx-github/uclibc-ng,13d8b0f9c2d61301d64b02832f848e17942b9f4c,"fix coding style

  TODO: use likely/unlikely

Signed-off-by: Bernhard Reutner-Fischer <ce1ac9e9ad16abccd7821f371ad381197b4768ac@gmail.com>
",,,,,,12_may_2021_mp_not_corrective_commits
bestpractical/rt,a6fc87ebb3729d1fe9128651731634ba97d6c14c,"Use user timezone for date ""="" queries in ticket search

Take query ""Updated = '2018-10-17'"" for example, it means tickets
updated on 2018-10-17, which should always be equal to query:

    Updated >= ""2018-10-17 00:00:00"" and Updated < ""2018-10-18 00:00:00""

Previously, if current user's timezone is not the same as the default
one(in RT config), e.g. if user and default are ""UTC"" and ""-04:00"",
respectively, the above ""Updated = '2018-10-17'"" query is actually equal
to:

    Updated >= ""2018-10-16 20:00:00"" and Updated < ""2018-10-17 20:00:00""

which is not right.

This commit fixes this inconsistence.
",,,,,,12_may_2021_mp_not_corrective_commits
Automattic/wp-calypso,9b56310d9f0beb9b54aaf347a654d90cff619daa,"Jetpack Cloud: Add Scan Alert and scan progress in the sidebar all the time. (#41359)

* Jetpack Cloud: Add Scan Alert all the time.

* Update the styling to fix the sidebar and make the badge less bold.",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,04a7c48dc5a59ca1fa5abfe6060fd8be773ba16c,"DevTools: prepare heap profiler for sending heap samples in snaphot

Heap samples are going to be send as samples field of heap snapshot so that we later can load them from file. This CL prepare front-end for working with such format.

BUG=467222

Review URL: https://codereview.chromium.org/1030583002

git-svn-id: bf5cd6ccde378db821296732a091cfbcf5285fbd@192351 bbb929c8-8fbe-4397-9dbb-9b2b20218538
",,,,,,12_may_2021_mp_not_corrective_commits
qtproject/qtqa-gerrit,10ba6179cb5dc2391c1f08bbcb6eecea68a29958,"Extract RevisionNote.Comment and use it instead of PatchLineComment

There are 3 classes that represent an inline comment:
- CommentInfo represents an inline comment in the REST API
- PatchLineComment represents an inline comment in ReviewDb
- RevisionNote.Comment represents an inline comment in NoteDb

To support robot comments CommentInfo and RevisionNote.Comment must be
extended so that the additional fields that are specific for robot
comments can be supported. PatchLineComment should not be touched
since robot comments will only be supported with NoteDb, but not with
ReviewDb.

At the moment PatchLineComment is also used to represent inline
comments in all middle layers and in all utility classes that deal
with inline comments. This means if NoteDb is used, inline comments
come in over REST as CommentInfo, then they are converted into
PatchLineComment and for storing them in NoteDb they are converted to
RevisionNote.Comment. The intermediate transformation to
PatchLineComment is bad for implementing robot comments, since this
class should stay unchanged.

To fix this RevisionNote.Comment is extracted into an own Comment
class and then Comment is used instead of PatchLineComment in the
middle layer. This means when NoteDb is used, inline comments are only
converted once, from CommentInfo to Comment. Both types will have
extensions for robot comments (by subtypes).

For storing inline comments in ReviewDb inline comments are converted
from CommentInfo to Comment to PatchLineComment. This is better than
having the double-conversion for NoteDb, because ReviewDb will be
removed in favour of NoteDb. This means when ReviewDb is removed
PatchLineComment can then easily be deleted, as it's no longer used
all over the codebase, but only in the ReviewDb layer.

Change-Id: I53481e8231e04aeca5b924e409e97b0f1d53f516
Signed-off-by: Edwin Kempin <d43fb6c98c97e553b671ed9a9318100f1de386e7@google.com>
",,,,,,12_may_2021_mp_not_corrective_commits
salesagility/SuiteCRM,561c876ee865a7b0a3437fa27cf36813908dfbb1,"Bug 4

Create an empty template with no tasks
navigate out of the record
navigate to the record from the detail view
add a new task
unable to do so
**the button seems to change /styling is different.
",,,,,,12_may_2021_mp_not_corrective_commits
vsiakka/gherkin-lint,b1e632448ba070759d4ce507fa27d65d5dfd1bba,"Fix the indentation and one-space-between-tags rules in node 11 (#161)

The rules broke because the behavior os Array.sort() changed in node 11
as described in https://github.com/nodejs/node/issues/24294",,,,,,12_may_2021_mp_not_corrective_commits
ManageIQ/manageiq-ui-classic,88610b8fb17782beff19bed02b1782bb313feeff,"Merge pull request #4008 from matthewd/fix-more-foreman-types

Fix the other Foreman types I originally missed tables for(transferred from ManageIQ/manageiq@a382ba801a3b6cde337ea6cea13f0e0344b9fcd8)
",,,,,,12_may_2021_mp_not_corrective_commits
goodeggs/json-fetch,dd6b4e9245294bb7634588b6b253f1be90bd7be6,"[Security] Bump handlebars from 4.0.11 to 4.1.0

Bumps [handlebars](https://github.com/wycats/handlebars.js) from 4.0.11 to 4.1.0. **This update includes security fixes.**
- [Release notes](https://github.com/wycats/handlebars.js/releases)
- [Changelog](https://github.com/wycats/handlebars.js/blob/v4.1.0/release-notes.md)
- [Commits](https://github.com/wycats/handlebars.js/compare/v4.0.11...v4.1.0)

Signed-off-by: dependabot[bot] <5bdcd3c0d4d24ae3e71b3b452a024c6324c7e4bb@dependabot.com>",,,,,,12_may_2021_mp_not_corrective_commits
ankidroid/Anki-Android,e3e1ae8f30c0c29854646e071bb6af81d5f6e9af,"Fix Deprecated warning caused by android:editable=""false"".

When a simple android:editable=""false"" becomes android:clickable=""false""
android:cursorVisible=""false"" android:focusable=""false""
android:focusableInTouchMode=""false"".
",,,,,,12_may_2021_mp_not_corrective_commits
sommer/veins,d9cd80636d2c55fb8b13dda9f144877e13305175,"fix test implementation for style and debug mode

Test environment now implemented using RAII class and stack objects.
Includes setting the cStaticFlag to allow running tests in debug mode.
",,,,,,12_may_2021_mp_not_corrective_commits
gem/oq-engine,9454286d0990c076ffb4133de569bac04ddb24c3,"Fix typo in db/schema/comments.sql


Former-commit-id: 7e6eef6dfb60f084520b1891c13f59c5fa415624 [formerly 7e6eef6dfb60f084520b1891c13f59c5fa415624 [formerly 98fd0d9d42652d0965b0dd4a14ed4d76fcacdd49]]
Former-commit-id: 08e2f3a5521f81faf05ca1af592bab04d183d20f
Former-commit-id: b75af5d1cfebe1cae9041e9d6a359296777171ea",,,,,,12_may_2021_mp_not_corrective_commits
acassen/keepalived,d744a0d15cc64899900b24bb295c4429a46b5f34,"terminate argv with NULL

man execvp says: ""The array of pointers must be terminated by a null
pointer.""

Fixes:
vrrp_ipaddress.c:190:12: warning: expression which evaluates to zero
treated as a null pointer constant of type 'char *'
[-Wnon-literal-null-conversion]
 argv[i] = '\0';
           ^~~~
",,,,,,12_may_2021_mp_not_corrective_commits
openembedded/meta-openembedded,6f059db354d54582a81c6a6fa192b4cd4cc82cb6,"python3-tabulate: Add recipe

Add recipe for tabulate, a pretty-print tabular data. Changelog
for release 0.8.7:

- Bug fixes. New format: `pretty`. HTML escaping.

Signed-off-by: Leon Anavi <15d13d7e2c6115f28df053122512bfcb5eb2dbf7@konsulko.com>
Acked-by: Trevor Gamblin <fb8c09b3db10148c84dac072f39fc5dba3573139@windriver.com>
Signed-off-by: Khem Raj <729d64b6f67515e258459a5f6d20ec88b2caf8df@gmail.com>
",,,,,,12_may_2021_mp_not_corrective_commits
palantir/atlasdb,70cd5c133308c24eb7080e7168dc49ffa55c63ea,"[Timelock Partitioning] Part 47: Adapt tests to be in terms of… (#4420)

* Adapt tests to be in terms of namespaces.

* Standardise on namespaces vs clients.

* Checkstyle

* Fix checkstyle eurgh.

* Update test which merged after this PR was put up.
",,,,,,12_may_2021_mp_not_corrective_commits
wikimedia/mediawiki-extensions-Flow,6e22d05206757afe1390ac4c455a61d668a81e94,"Fix typo.

Spotted by McDutchie in
https://translatewiki.net/wiki/Thread:Support/About_MediaWiki:Echo-pref-tooltip-flow-discussion/ia_%282%29

Change-Id: If367e8937e2afe9aa68f3a2573571b9a91dbd415
",,,,,,12_may_2021_mp_not_corrective_commits
GNOME/nautilus,f0d713fda502bcab5df5898660f05e02d9f39abb,"	reviewed by: J Shane Culpepper <pepper@eazel.com>

	* src/file-manager/fm-desktop-icon-view.c:
	(fm_desktop_icon_view_initialize): Fix some signal handlers that
	were persisting after the desktop view itself was gone by using
	gtk_signal_connect_while_alive.
",,,,,,12_may_2021_mp_not_corrective_commits
tprrt/linux-stable,d59df5d1cdbddf098f934d68426731ecac0d11c8,"ARM: dts: rockchip: Fix typo in rk3288 sdmmc card detect pin name

The card detect pin is currently called sdmcc-cd.
This patch fixes the typo and renames the pin to sdmmc-cd.

Signed-off-by: Matthias Brugger <537f589e90fa67691c17347083307f979079a8c4@suse.com>
Signed-off-by: Heiko Stuebner <9ab5f52a1ca0bcf4f70d6d9008e02f6134b5b8f2@sntech.de>
",,,,,,12_may_2021_mp_not_corrective_commits
nwjs/chromium.src,013dbb36ef317814daa42da0605d9be98ec5ebf5,"android: Retry test listing on devices when nothing is returned.

Bug: 726880
Change-Id: If4d630ff8dc921fe59a306c4b7d1d2844bbab742
Reviewed-on: https://chromium-review.googlesource.com/794993
Commit-Queue: Benjamin Pastene <e214258550f76fa23ac7c1d953424f3f468f5c6b@chromium.org>
Reviewed-by: John Budorick <17d38a2d68c6a07a3ab0ce4a2873c5acefbd3dbb@chromium.org>
Cr-Commit-Position: 972c6d2dc6dd5efdad1377c0d224e03eb8f276f7@{#520279}",,,,,,12_may_2021_mp_not_corrective_commits
